t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.737375
50,0.699435
51,0.717866
52,0.712772
53,0.696485
54,0.698803
55,0.717544
56,0.707051
57,0.722072
58,0.710229
59,0.731872
60,0.722098
61,0.731328
62,0.745808
63,0.726604
64,0.711332
65,0.709581
66,0.702621
67,0.699544
68,0.674754
69,0.651577
70,0.644967
71,0.658565
72,0.650954
73,0.635336
74,0.625755
75,0.642861
76,0.643104
77,0.612637
78,0.552296
79,0.537682
80,0.496596
81,0.482970
82,0.445988
83,0.423731
84,0.407768
85,0.412783
86,0.378948
87,0.350261
88,0.353457
89,0.358346
90,0.316223
91,0.283719
92,0.233103
93,0.234483
94,0.196862
95,0.205248
96,0.195410
97,0.174685
98,0.153491
99,0.180759
100,0.221094
101,0.240251
102,0.203163
103,0.259131
104,0.285951
105,0.210184
106,0.266230
107,0.272235
108,0.334596
109,0.344757
110,0.350505
111,0.345396
112,0.329061
113,0.341136
114,0.330041
115,0.333344
116,0.310399
117,0.343874
118,0.363975
119,0.428519
120,0.465194
121,0.440962
122,0.426362
123,0.487903
124,0.537967
125,0.579792
126,0.592293
127,0.582608
128,0.602005
129,0.621814
130,0.647614
131,0.642270
132,0.646877
133,0.673375
134,0.709012
135,0.720192
136,0.763414
137,0.795716
138,0.836451
139,0.865502
140,0.879836
141,0.851018
142,0.871119
143,0.887927
144,0.880079
145,0.854522
146,0.850325
147,0.820928
148,0.799016
149,0.852280
150,0.852980
151,0.871433
152,0.885576
153,0.731934
154,0.749173
155,0.743667
156,0.767835
157,0.766399
158,0.772288
159,0.789150
160,0.830227
161,0.834998
162,0.882224
163,0.862794
164,0.824575
165,0.789445
166,0.753036
167,0.716199
168,0.712921
169,0.687130
170,0.690305
171,0.740129
172,0.772597
173,0.809855
174,0.822660
175,0.889275
176,0.941286
177,0.963533
178,0.959001
179,0.963339
180,0.974019
181,0.977145
182,0.980020
183,0.969688
184,0.989742
185,0.998441
186,1.000000
187,1.000000
188,1.000000
189,1.000000
190,1.000000
191,1.000000
192,1.000000
193,1.000000
194,1.000000
195,1.000000
196,0.990293
197,0.997933
198,1.000000
199,0.987930
200,0.979898
201,1.000000
202,1.000000
203,1.000000
204,1.000000
205,1.000000
206,1.000000
207,1.000000
208,1.000000
209,1.000000
210,1.000000
211,1.000000
212,1.000000
213,1.000000
214,1.000000
