t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.000000
69,0.000000
70,0.000000
71,0.000000
72,0.000000
73,0.000000
74,0.000000
75,0.000000
76,0.000000
77,0.000000
78,0.000000
79,0.000000
80,0.000000
81,0.000000
82,0.000000
83,0.000000
84,0.000000
85,0.000000
86,0.000000
87,0.000000
88,0.000000
89,0.089861
90,0.115565
91,0.171541
92,0.133458
93,0.174835
94,0.583428
95,0.934181
96,0.906997
97,0.899992
98,0.880330
99,0.896087
100,0.878097
101,0.890508
102,0.881768
103,0.888163
104,0.917039
105,0.872594
106,0.865307
107,0.878327
108,0.863973
109,0.947002
110,1.000000
111,0.941320
112,0.948908
113,0.964413
114,0.982700
115,0.987798
116,0.999480
117,1.000000
118,1.000000
119,1.000000
120,1.000000
121,1.000000
122,1.000000
123,1.000000
124,1.000000
125,1.000000
126,1.000000
127,1.000000
128,1.000000
129,1.000000
130,1.000000
131,1.000000
132,1.000000
133,1.000000
134,1.000000
135,1.000000
136,0.984955
137,0.956377
138,0.986211
139,0.925137
140,0.909732
141,0.914755
142,0.919926
143,0.940954
144,0.901460
145,0.895379
146,0.897411
147,0.878888
148,0.876525
149,0.409367
150,0.385481
151,0.387426
152,0.361807
153,0.377107
154,0.390250
155,0.378895
156,0.435701
157,0.447608
158,0.459613
159,0.459244
160,0.451208
161,0.452842
162,0.450411
163,0.428587
164,0.398091
165,0.368580
166,0.363901
167,0.364397
168,0.391607
169,0.431680
170,0.467151
171,0.471860
172,0.464277
173,0.416186
174,0.389267
175,0.353520
176,0.336857
177,0.318306
178,0.309153
179,0.295067
180,0.309258
181,0.294864
182,0.272998
183,0.329355
184,0.413251
185,0.517056
186,0.522108
187,0.541962
188,0.488139
189,0.430335
190,0.449958
191,0.464237
192,0.463768
193,0.514502
194,0.387209
195,0.414954
196,0.438264
197,0.394415
198,0.397497
199,0.417588
200,0.374686
201,0.399089
202,0.436535
203,0.469133
204,0.516919
205,0.521837
206,0.471585
207,0.316405
208,0.313510
209,0.324982
210,0.343436
211,0.327315
212,0.293482
213,0.259104
214,0.226364
