metric,value
dist_std_base,0.004996869713068008
dist_std_reg0,0.015001130290329456
dist_std_reg1,0.015001129359006882
rel_pre_mean,0.007570203859359026
rel_pre_std,0.031690917909145355
rel_post_mean,0.012546532787382603
rel_post_std,0.027041038498282433
retained_high_mean,0.14069576561450958
retained_low_mean,0.8709400296211243
retained_gap,0.7302442640066147
pre_correct_rate,0.3675021120811039
post_correct_rate,0.735
directional_align_overall,0.5157116451016636
switch_window,200
switch_pre_correct_rate,0.75
switch_post_correct_rate,0.01
switch_band_correct_rate,0.38
switch_margin_pre,0.016782622784376144
switch_margin_post,-0.03294013813138008
corr_lambda_regime,-0.08136659016098598
corr_gate_regime,0.08136659016098599
corr_retained_regime,0.08136659042654243
auc_switch_lambda,0.5351031399605745
auc_switch_gate,0.5351031399605745
auc_switch_rel,0.5351031399605745
retained_gap_switch,0.17488102614879608
peak_delay_lambda,111.0
peak_delay_gate,111.0
peak_delay_rel,111.0
corr_time_lambda_switch,0.41457393758431416
corr_time_gate_switch,-0.4145739375843141
corr_time_retained_switch,-0.4145739337914534
switch_margin_pass,False
peak_delay_pass,False
retained_gap_switch_pass,True
switch_band_pass,False
directional_align_pass,False
pass_core_checks_v2,False
pass_core_checks_v3,False
