t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,1.000000
50,1.000000
51,1.000000
52,0.846904
53,0.846241
54,0.794824
55,0.786795
56,0.745534
57,0.711343
58,0.703920
59,0.690265
60,0.689041
61,0.656110
62,0.587301
63,0.548219
64,0.537058
65,0.525797
66,0.498392
67,0.474971
68,0.423817
69,0.420007
70,0.438585
71,0.429635
72,0.401825
73,0.403479
74,0.481164
75,0.473741
76,0.463153
77,0.503027
78,0.467279
79,0.460683
80,0.448034
81,0.440466
82,0.422874
83,0.385339
84,0.369058
85,0.444284
86,0.440013
87,0.426512
88,0.407098
89,0.387027
90,0.366309
91,0.326212
92,0.326547
93,0.297945
94,0.304752
95,0.423791
96,0.391306
97,0.391434
98,0.407160
99,0.498249
100,0.495211
101,0.523145
102,0.498799
103,0.503058
104,0.493729
105,0.490354
106,0.465781
107,0.465968
108,0.482530
109,0.504195
110,0.504706
111,0.490958
112,0.498934
113,0.526814
114,0.524703
115,0.526133
116,0.528023
117,0.533503
118,0.531353
119,0.533044
120,0.525018
121,0.530445
122,0.518827
123,0.507791
124,0.505317
125,0.488854
126,0.467920
127,0.460150
128,0.472334
129,0.479200
130,0.474942
131,0.457059
132,0.470139
133,0.466360
134,0.460255
135,0.470204
136,0.467408
137,0.463472
138,0.481232
139,0.492546
140,0.519113
141,0.508143
142,0.546607
143,0.559493
144,0.546479
145,0.549683
146,0.549248
147,0.528452
148,0.546714
149,0.570842
150,0.570554
151,0.536816
152,0.511854
153,0.516305
154,0.545515
155,0.533854
156,0.529350
157,0.526054
158,0.547246
159,0.552440
160,0.550995
161,0.550537
162,0.565798
163,0.578954
164,0.591534
165,0.592291
166,0.584855
167,0.585629
168,0.611971
169,0.615067
170,0.621394
171,0.574976
172,0.590543
173,0.549262
174,0.536065
175,0.516575
176,0.517691
177,0.520654
178,0.529078
179,0.537055
180,0.519558
181,0.511484
182,0.516246
183,0.514829
184,0.515883
185,0.509045
186,0.512966
187,0.527314
188,0.528023
189,0.533967
190,0.529137
191,0.518048
192,0.517143
193,0.518689
194,0.541067
195,0.524383
196,0.530662
197,0.549447
198,0.554971
199,0.571910
200,0.568252
201,0.594407
202,0.600685
203,0.623534
204,0.615286
205,0.624812
206,0.628623
207,0.626959
208,0.612938
209,0.598173
210,0.590128
211,0.597591
212,0.601469
213,0.601984
214,0.595433
