config_name,lambda_strategy,run_type,control_family,control_seed,delta_mask_mode,dist_mask_mode,delta_mask_nnz,dist_mask_nnz,align_pre,align_post,align_overall,margin_pre,margin_post,dist_std_base,dist_std_reg0,dist_std_reg1,gate_direction,high_closer_A0,low_closer_A1,regime_swapped,swap_reason,pre_correct_rate,post_correct_rate,directional_align_pre,directional_align_post,directional_align_overall,switch_window,switch_pre_correct_rate,switch_post_correct_rate,switch_band_correct_rate,switch_margin_pre,switch_margin_post,corr_lambda_regime,corr_gate_regime,corr_retained_regime,auc_switch_lambda,auc_switch_gate,auc_switch_rel,peak_delay_lambda,peak_delay_gate,peak_delay_rel,corr_time_lambda_switch,corr_time_gate_switch,corr_time_retained_switch,retained_gap,retained_gap_switch,switch_band_pass,directional_align_pass,switch_margin_pass,peak_delay_pass,retained_gap_switch_pass,pass_core_checks_v2,pass_core_checks_v3_abs,pass_core_checks_v3,switch_margin_pre_signed,switch_margin_post_signed,switch_margin_pre_abs,switch_margin_post_abs,switch_margin_gap_signed,switch_margin_gap_abs,retained_gap_switch_signed,retained_gap_switch_abs,peak_delay_min,directional_align_overall_better,directional_align_overall_value,directional_align_overall_value_oriented,directional_align_overall_abs_required,directional_align_overall_rel_required,directional_align_overall_abs_thr,directional_align_overall_abs_pass,directional_align_overall_ctrl_mean,directional_align_overall_ctrl_std,directional_align_overall_ctrl_q25,directional_align_overall_ctrl_q75,directional_align_overall_ctrl_p95,directional_align_overall_rel_control_family,directional_align_overall_rel_control_family_mapped,directional_align_overall_margin_vs_ctrl_mean,directional_align_overall_rel_thr,directional_align_overall_rel_pass,switch_band_correct_rate_better,switch_band_correct_rate_value,switch_band_correct_rate_value_oriented,switch_band_correct_rate_abs_required,switch_band_correct_rate_rel_required,switch_band_correct_rate_abs_thr,switch_band_correct_rate_abs_pass,switch_band_correct_rate_ctrl_mean,switch_band_correct_rate_ctrl_std,switch_band_correct_rate_ctrl_q25,switch_band_correct_rate_ctrl_q75,switch_band_correct_rate_ctrl_p95,switch_band_correct_rate_rel_control_family,switch_band_correct_rate_rel_control_family_mapped,switch_band_correct_rate_margin_vs_ctrl_mean,switch_band_correct_rate_rel_thr,switch_band_correct_rate_rel_pass,switch_margin_gap_signed_better,switch_margin_gap_signed_value,switch_margin_gap_signed_value_oriented,switch_margin_gap_signed_abs_required,switch_margin_gap_signed_rel_required,switch_margin_gap_signed_abs_thr,switch_margin_gap_signed_abs_pass,switch_margin_gap_signed_ctrl_mean,switch_margin_gap_signed_ctrl_std,switch_margin_gap_signed_ctrl_q25,switch_margin_gap_signed_ctrl_q75,switch_margin_gap_signed_ctrl_p95,switch_margin_gap_signed_rel_control_family,switch_margin_gap_signed_rel_control_family_mapped,switch_margin_gap_signed_margin_vs_ctrl_mean,switch_margin_gap_signed_rel_thr,switch_margin_gap_signed_rel_pass,peak_delay_min_better,peak_delay_min_value,peak_delay_min_value_oriented,peak_delay_min_abs_required,peak_delay_min_rel_required,peak_delay_min_abs_thr,peak_delay_min_abs_pass,peak_delay_min_ctrl_mean,peak_delay_min_ctrl_std,peak_delay_min_ctrl_q25,peak_delay_min_ctrl_q75,peak_delay_min_ctrl_p95,peak_delay_min_rel_control_family,peak_delay_min_rel_control_family_mapped,peak_delay_min_margin_vs_ctrl_mean,peak_delay_min_rel_thr,peak_delay_min_rel_pass,retained_gap_switch_abs_better,retained_gap_switch_abs_value,retained_gap_switch_abs_value_oriented,retained_gap_switch_abs_abs_required,retained_gap_switch_abs_rel_required,retained_gap_switch_abs_abs_thr,retained_gap_switch_abs_abs_pass,retained_gap_switch_abs_ctrl_mean,retained_gap_switch_abs_ctrl_std,retained_gap_switch_abs_ctrl_q25,retained_gap_switch_abs_ctrl_q75,retained_gap_switch_abs_ctrl_p95,retained_gap_switch_abs_rel_control_family,retained_gap_switch_abs_rel_control_family_mapped,retained_gap_switch_abs_margin_vs_ctrl_mean,retained_gap_switch_abs_rel_thr,retained_gap_switch_abs_rel_pass,retained_gap_switch_signed_better,retained_gap_switch_signed_value,retained_gap_switch_signed_value_oriented,retained_gap_switch_signed_abs_required,retained_gap_switch_signed_rel_required,retained_gap_switch_signed_abs_thr,retained_gap_switch_signed_abs_pass,retained_gap_switch_signed_ctrl_mean,retained_gap_switch_signed_ctrl_std,retained_gap_switch_signed_ctrl_q25,retained_gap_switch_signed_ctrl_q75,retained_gap_switch_signed_ctrl_p95,retained_gap_switch_signed_rel_control_family,retained_gap_switch_signed_rel_control_family_mapped,retained_gap_switch_signed_margin_vs_ctrl_mean,retained_gap_switch_signed_rel_thr,retained_gap_switch_signed_rel_pass,window_100_abs_pass,window_200_abs_pass,window_400_abs_pass,window_pass_count,window_total,window_robust_pass,legacy3checks,abs_pass_all,rel_pass_all,pass_core_checks_v3_before_guardrail,negative_control_v3_pass_count,negative_control_v3_pass_max_allowed,negative_control_v3_guardrail_pass,v3_guardrail_reason
lambda_block_shuffle_100_s2026,lambda_block_shuffle_100,negative_control,block_shuffle,2026,union_base_predchange,true_change_only,20,6,0.22557026189805687,0.7054166666666667,0.41908922870105864,0.3073747754096985,0.2626190185546875,0.2925075888633728,0.2925075888633728,0.2925075888633728,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.307375, post_rel_mean=0.262619, pre_count=3551, post_count=2400",0.22557026189805687,0.7054166666666667,0.22557026189805687,0.7054166666666667,0.41908922870105864,200,0.31,1.0,0.655,-0.11256640404462814,0.7551146149635315,0.03752952404816262,-0.03752952404816262,-0.03752951841715606,0.5303136440439313,0.5303136440439313,0.5303136440439313,151.0,151.0,151.0,-0.39324777358546786,0.393247773585468,0.39324777377234643,0.6423218548297882,-0.33785051107406616,True,False,True,False,True,False,False,False,-0.11256640404462814,0.7551146149635315,0.11256640404462814,0.7551146149635315,-0.11256640404462814,0.11256640404462814,-0.33785051107406616,0.33785051107406616,151.0,higher,0.41908922870105864,0.41908922870105864,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,0.016887917996975366,0.4178289363132247,True,higher,0.655,0.655,True,True,0.6,True,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,0.26687500000000003,0.46534918156736915,True,higher,-0.11256640404462814,-0.11256640404462814,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,0.27875526063144207,-0.27141145430505276,True,lower,151.0,-151.0,True,True,100.0,False,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,-37.0,83.66437737576497,False,higher,0.33785051107406616,0.33785051107406616,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.015994466841220856,0.3785993496992949,False,lower,-0.33785051107406616,0.33785051107406616,False,False,-0.1,True,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.5227702334523201,0.032061879627952955,True,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_100_s2027,lambda_block_shuffle_100,negative_control,block_shuffle,2027,union_base_predchange,true_change_only,20,6,0.22557026189805687,0.7054166666666667,0.41908922870105864,0.3073747754096985,0.2626190185546875,0.2925075888633728,0.2925075888633728,0.2925075888633728,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.307375, post_rel_mean=0.262619, pre_count=3551, post_count=2400",0.22557026189805687,0.7054166666666667,0.22557026189805687,0.7054166666666667,0.41908922870105864,200,0.31,1.0,0.655,-0.11256640404462814,0.7551146149635315,0.03752952404816262,-0.03752952404816262,-0.03752951841715606,0.5303136440439313,0.5303136440439313,0.5303136440439313,151.0,151.0,151.0,-0.39324777358546786,0.393247773585468,0.39324777377234643,0.6423218548297882,-0.33785051107406616,True,False,True,False,True,False,False,False,-0.11256640404462814,0.7551146149635315,0.11256640404462814,0.7551146149635315,-0.11256640404462814,0.11256640404462814,-0.33785051107406616,0.33785051107406616,151.0,higher,0.41908922870105864,0.41908922870105864,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,0.016887917996975366,0.4178289363132247,True,higher,0.655,0.655,True,True,0.6,True,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,0.26687500000000003,0.46534918156736915,True,higher,-0.11256640404462814,-0.11256640404462814,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,0.27875526063144207,-0.27141145430505276,True,lower,151.0,-151.0,True,True,100.0,False,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,-37.0,83.66437737576497,False,higher,0.33785051107406616,0.33785051107406616,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.015994466841220856,0.3785993496992949,False,lower,-0.33785051107406616,0.33785051107406616,False,False,-0.1,True,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.5227702334523201,0.032061879627952955,True,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_100_s2028,lambda_block_shuffle_100,negative_control,block_shuffle,2028,union_base_predchange,true_change_only,20,6,0.22557026189805687,0.7054166666666667,0.41908922870105864,0.3073747754096985,0.2626190185546875,0.2925075888633728,0.2925075888633728,0.2925075888633728,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.307375, post_rel_mean=0.262619, pre_count=3551, post_count=2400",0.22557026189805687,0.7054166666666667,0.22557026189805687,0.7054166666666667,0.41908922870105864,200,0.31,1.0,0.655,-0.11256640404462814,0.7551146149635315,0.03752952404816262,-0.03752952404816262,-0.03752951841715606,0.5303136440439313,0.5303136440439313,0.5303136440439313,151.0,151.0,151.0,-0.39324777358546786,0.393247773585468,0.39324777377234643,0.6423218548297882,-0.33785051107406616,True,False,True,False,True,False,False,False,-0.11256640404462814,0.7551146149635315,0.11256640404462814,0.7551146149635315,-0.11256640404462814,0.11256640404462814,-0.33785051107406616,0.33785051107406616,151.0,higher,0.41908922870105864,0.41908922870105864,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,0.016887917996975366,0.4178289363132247,True,higher,0.655,0.655,True,True,0.6,True,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,0.26687500000000003,0.46534918156736915,True,higher,-0.11256640404462814,-0.11256640404462814,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,0.27875526063144207,-0.27141145430505276,True,lower,151.0,-151.0,True,True,100.0,False,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,-37.0,83.66437737576497,False,higher,0.33785051107406616,0.33785051107406616,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.015994466841220856,0.3785993496992949,False,lower,-0.33785051107406616,0.33785051107406616,False,False,-0.1,True,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.5227702334523201,0.032061879627952955,True,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_100_s2029,lambda_block_shuffle_100,negative_control,block_shuffle,2029,union_base_predchange,true_change_only,20,6,0.22557026189805687,0.7054166666666667,0.41908922870105864,0.3073747754096985,0.2626190185546875,0.2925075888633728,0.2925075888633728,0.2925075888633728,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.307375, post_rel_mean=0.262619, pre_count=3551, post_count=2400",0.22557026189805687,0.7054166666666667,0.22557026189805687,0.7054166666666667,0.41908922870105864,200,0.31,1.0,0.655,-0.11256640404462814,0.7551146149635315,0.03752952404816262,-0.03752952404816262,-0.03752951841715606,0.5303136440439313,0.5303136440439313,0.5303136440439313,151.0,151.0,151.0,-0.39324777358546786,0.393247773585468,0.39324777377234643,0.6423218548297882,-0.33785051107406616,True,False,True,False,True,False,False,False,-0.11256640404462814,0.7551146149635315,0.11256640404462814,0.7551146149635315,-0.11256640404462814,0.11256640404462814,-0.33785051107406616,0.33785051107406616,151.0,higher,0.41908922870105864,0.41908922870105864,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,0.016887917996975366,0.4178289363132247,True,higher,0.655,0.655,True,True,0.6,True,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,0.26687500000000003,0.46534918156736915,True,higher,-0.11256640404462814,-0.11256640404462814,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,0.27875526063144207,-0.27141145430505276,True,lower,151.0,-151.0,True,True,100.0,False,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,-37.0,83.66437737576497,False,higher,0.33785051107406616,0.33785051107406616,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.015994466841220856,0.3785993496992949,False,lower,-0.33785051107406616,0.33785051107406616,False,False,-0.1,True,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.5227702334523201,0.032061879627952955,True,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_100_s2030,lambda_block_shuffle_100,negative_control,block_shuffle,2030,union_base_predchange,true_change_only,20,6,0.22557026189805687,0.7054166666666667,0.41908922870105864,0.3073747754096985,0.2626190185546875,0.2925075888633728,0.2925075888633728,0.2925075888633728,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.307375, post_rel_mean=0.262619, pre_count=3551, post_count=2400",0.22557026189805687,0.7054166666666667,0.22557026189805687,0.7054166666666667,0.41908922870105864,200,0.31,1.0,0.655,-0.11256640404462814,0.7551146149635315,0.03752952404816262,-0.03752952404816262,-0.03752951841715606,0.5303136440439313,0.5303136440439313,0.5303136440439313,151.0,151.0,151.0,-0.39324777358546786,0.393247773585468,0.39324777377234643,0.6423218548297882,-0.33785051107406616,True,False,True,False,True,False,False,False,-0.11256640404462814,0.7551146149635315,0.11256640404462814,0.7551146149635315,-0.11256640404462814,0.11256640404462814,-0.33785051107406616,0.33785051107406616,151.0,higher,0.41908922870105864,0.41908922870105864,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,0.016887917996975366,0.4178289363132247,True,higher,0.655,0.655,True,True,0.6,True,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,0.26687500000000003,0.46534918156736915,True,higher,-0.11256640404462814,-0.11256640404462814,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,0.27875526063144207,-0.27141145430505276,True,lower,151.0,-151.0,True,True,100.0,False,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,-37.0,83.66437737576497,False,higher,0.33785051107406616,0.33785051107406616,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.015994466841220856,0.3785993496992949,False,lower,-0.33785051107406616,0.33785051107406616,False,False,-0.1,True,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.5227702334523201,0.032061879627952955,True,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_200_s2026,lambda_block_shuffle_200,negative_control,block_shuffle,2026,union_base_predchange,true_change_only,20,6,0.21036327794987328,0.6829166666666666,0.40094101831624934,0.3749558925628662,0.16262716054916382,0.2925076186656952,0.2925075888633728,0.2925076186656952,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.374956, post_rel_mean=0.162627, pre_count=3551, post_count=2400",0.21036327794987328,0.6829166666666666,0.21036327794987328,0.6829166666666666,0.40094101831624934,200,0.045,0.55,0.2975,-0.7160257697105408,-0.1129266619682312,0.1780461435921652,-0.1780461435921652,-0.1780461470751557,0.4160136815920398,0.4160136815920398,0.4160136815920398,0.0,0.0,0.0,0.499731145146718,-0.499731145146718,-0.4997311589798325,0.6423218548297882,0.43586137890815735,False,False,True,True,True,False,False,False,-0.7160257697105408,-0.1129266619682312,0.7160257697105408,0.1129266619682312,-0.7160257697105408,0.7160257697105408,0.43586137890815735,0.43586137890815735,0.0,higher,0.40094101831624934,0.40094101831624934,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,-0.0012602923878339278,0.4178289363132247,False,higher,0.2975,0.2975,True,True,0.6,False,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,-0.09062500000000001,0.46534918156736915,False,higher,-0.7160257697105408,-0.7160257697105408,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,-0.32470410503447056,-0.27141145430505276,False,lower,0.0,-0.0,True,True,100.0,True,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,114.0,83.66437737576497,True,higher,0.43586137890815735,0.43586137890815735,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.08201640099287033,0.3785993496992949,True,lower,0.43586137890815735,-0.43586137890815735,False,False,-0.1,False,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.2509416565299034,0.032061879627952955,False,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_200_s2027,lambda_block_shuffle_200,negative_control,block_shuffle,2027,union_base_predchange,true_change_only,20,6,0.21036327794987328,0.6829166666666666,0.40094101831624934,0.3749558925628662,0.16262716054916382,0.2925076186656952,0.2925075888633728,0.2925076186656952,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.374956, post_rel_mean=0.162627, pre_count=3551, post_count=2400",0.21036327794987328,0.6829166666666666,0.21036327794987328,0.6829166666666666,0.40094101831624934,200,0.045,0.55,0.2975,-0.7160257697105408,-0.1129266619682312,0.1780461435921652,-0.1780461435921652,-0.1780461470751557,0.4160136815920398,0.4160136815920398,0.4160136815920398,0.0,0.0,0.0,0.499731145146718,-0.499731145146718,-0.4997311589798325,0.6423218548297882,0.43586137890815735,False,False,True,True,True,False,False,False,-0.7160257697105408,-0.1129266619682312,0.7160257697105408,0.1129266619682312,-0.7160257697105408,0.7160257697105408,0.43586137890815735,0.43586137890815735,0.0,higher,0.40094101831624934,0.40094101831624934,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,-0.0012602923878339278,0.4178289363132247,False,higher,0.2975,0.2975,True,True,0.6,False,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,-0.09062500000000001,0.46534918156736915,False,higher,-0.7160257697105408,-0.7160257697105408,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,-0.32470410503447056,-0.27141145430505276,False,lower,0.0,-0.0,True,True,100.0,True,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,114.0,83.66437737576497,True,higher,0.43586137890815735,0.43586137890815735,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.08201640099287033,0.3785993496992949,True,lower,0.43586137890815735,-0.43586137890815735,False,False,-0.1,False,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.2509416565299034,0.032061879627952955,False,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_200_s2028,lambda_block_shuffle_200,negative_control,block_shuffle,2028,union_base_predchange,true_change_only,20,6,0.21036327794987328,0.6829166666666666,0.40094101831624934,0.3749558925628662,0.16262716054916382,0.2925076186656952,0.2925075888633728,0.2925076186656952,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.374956, post_rel_mean=0.162627, pre_count=3551, post_count=2400",0.21036327794987328,0.6829166666666666,0.21036327794987328,0.6829166666666666,0.40094101831624934,200,0.045,0.55,0.2975,-0.7160257697105408,-0.1129266619682312,0.1780461435921652,-0.1780461435921652,-0.1780461470751557,0.4160136815920398,0.4160136815920398,0.4160136815920398,0.0,0.0,0.0,0.499731145146718,-0.499731145146718,-0.4997311589798325,0.6423218548297882,0.43586137890815735,False,False,True,True,True,False,False,False,-0.7160257697105408,-0.1129266619682312,0.7160257697105408,0.1129266619682312,-0.7160257697105408,0.7160257697105408,0.43586137890815735,0.43586137890815735,0.0,higher,0.40094101831624934,0.40094101831624934,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,-0.0012602923878339278,0.4178289363132247,False,higher,0.2975,0.2975,True,True,0.6,False,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,-0.09062500000000001,0.46534918156736915,False,higher,-0.7160257697105408,-0.7160257697105408,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,-0.32470410503447056,-0.27141145430505276,False,lower,0.0,-0.0,True,True,100.0,True,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,114.0,83.66437737576497,True,higher,0.43586137890815735,0.43586137890815735,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.08201640099287033,0.3785993496992949,True,lower,0.43586137890815735,-0.43586137890815735,False,False,-0.1,False,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.2509416565299034,0.032061879627952955,False,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_200_s2029,lambda_block_shuffle_200,negative_control,block_shuffle,2029,union_base_predchange,true_change_only,20,6,0.21036327794987328,0.6829166666666666,0.40094101831624934,0.3749558925628662,0.16262716054916382,0.2925076186656952,0.2925075888633728,0.2925076186656952,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.374956, post_rel_mean=0.162627, pre_count=3551, post_count=2400",0.21036327794987328,0.6829166666666666,0.21036327794987328,0.6829166666666666,0.40094101831624934,200,0.045,0.55,0.2975,-0.7160257697105408,-0.1129266619682312,0.1780461435921652,-0.1780461435921652,-0.1780461470751557,0.4160136815920398,0.4160136815920398,0.4160136815920398,0.0,0.0,0.0,0.499731145146718,-0.499731145146718,-0.4997311589798325,0.6423218548297882,0.43586137890815735,False,False,True,True,True,False,False,False,-0.7160257697105408,-0.1129266619682312,0.7160257697105408,0.1129266619682312,-0.7160257697105408,0.7160257697105408,0.43586137890815735,0.43586137890815735,0.0,higher,0.40094101831624934,0.40094101831624934,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,-0.0012602923878339278,0.4178289363132247,False,higher,0.2975,0.2975,True,True,0.6,False,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,-0.09062500000000001,0.46534918156736915,False,higher,-0.7160257697105408,-0.7160257697105408,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,-0.32470410503447056,-0.27141145430505276,False,lower,0.0,-0.0,True,True,100.0,True,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,114.0,83.66437737576497,True,higher,0.43586137890815735,0.43586137890815735,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.08201640099287033,0.3785993496992949,True,lower,0.43586137890815735,-0.43586137890815735,False,False,-0.1,False,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.2509416565299034,0.032061879627952955,False,False,False,False,0,3,False,True,False,False,False,0,1,True,
lambda_block_shuffle_200_s2030,lambda_block_shuffle_200,negative_control,block_shuffle,2030,union_base_predchange,true_change_only,20,6,0.21036327794987328,0.6829166666666666,0.40094101831624934,0.3749558925628662,0.16262716054916382,0.2925076186656952,0.2925075888633728,0.2925076186656952,True,True,True,True,"pre_rel_mean: pre_rel_mean=0.374956, post_rel_mean=0.162627, pre_count=3551, post_count=2400",0.21036327794987328,0.6829166666666666,0.21036327794987328,0.6829166666666666,0.40094101831624934,200,0.045,0.55,0.2975,-0.7160257697105408,-0.1129266619682312,0.1780461435921652,-0.1780461435921652,-0.1780461470751557,0.4160136815920398,0.4160136815920398,0.4160136815920398,0.0,0.0,0.0,0.499731145146718,-0.499731145146718,-0.4997311589798325,0.6423218548297882,0.43586137890815735,False,False,True,True,True,False,False,False,-0.7160257697105408,-0.1129266619682312,0.7160257697105408,0.1129266619682312,-0.7160257697105408,0.7160257697105408,0.43586137890815735,0.43586137890815735,0.0,higher,0.40094101831624934,0.40094101831624934,True,True,0.58,False,0.40220131070408327,0.019162892074519888,0.39354730297429,0.4178289363132247,0.41908922870105864,block_shuffle,block_shuffle,-0.0012602923878339278,0.4178289363132247,False,higher,0.2975,0.2975,True,True,0.6,False,0.388125,0.15444836313473834,0.294375,0.4,0.655,block_shuffle,block_shuffle,-0.09062500000000001,0.46534918156736915,False,higher,-0.7160257697105408,-0.7160257697105408,True,True,0.0,False,-0.3913216646760702,0.21683097606493196,-0.4882574528455734,-0.27141145430505276,-0.11256640404462814,block_shuffle,block_shuffle,-0.32470410503447056,-0.27141145430505276,False,lower,0.0,-0.0,True,True,100.0,True,114.0,60.67124524847005,88.5,148.5,189.0,shift,shift,114.0,83.66437737576497,True,higher,0.43586137890815735,0.43586137890815735,True,False,0.1,True,0.353844977915287,0.049508743568015705,0.32911551743745804,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,0.08201640099287033,0.3785993496992949,True,lower,0.43586137890815735,-0.43586137890815735,False,False,-0.1,False,0.18491972237825394,0.30571568550060196,0.1427202746272087,0.3630334585905075,0.43586137890815735,block_shuffle,block_shuffle,-0.2509416565299034,0.032061879627952955,False,False,False,False,0,3,False,True,False,False,False,0,1,True,
