metric,value
dist_std_base,0.31732916831970215
dist_std_reg0,0.31732916831970215
dist_std_reg1,0.31732916831970215
rel_pre_mean,0.30588775873184204
rel_pre_std,0.5932434797286987
rel_post_mean,-0.0035940806847065687
rel_post_std,0.6489803194999695
retained_high_mean,0.10267602652311325
retained_low_mean,0.8696915507316589
retained_gap,0.7670155242085457
pre_correct_rate,0.25763091570988517
post_correct_rate,0.5604166666666667
directional_align_overall,0.3793334449840898
switch_window,100
switch_pre_correct_rate,0.0
switch_post_correct_rate,0.62
switch_band_correct_rate,0.31
switch_margin_pre,-0.7854527235031128
switch_margin_post,0.06670746952295303
switch_margin_pre_signed,-0.7854527235031128
switch_margin_post_signed,0.06670746952295303
switch_margin_pre_abs,0.7854527235031128
switch_margin_post_abs,0.06670746952295303
corr_lambda_regime,0.2390829609266474
corr_gate_regime,-0.23908296092664733
corr_retained_regime,-0.2390829637005852
auc_switch_lambda,0.3544019532343881
auc_switch_gate,0.3544019532343881
auc_switch_rel,0.3544019532343881
retained_gap_switch,0.3779146671295166
retained_gap_switch_signed,0.3779146671295166
retained_gap_switch_abs,0.3779146671295166
peak_delay_lambda,70.0
peak_delay_gate,70.0
peak_delay_rel,70.0
peak_delay_min,70.0
corr_time_lambda_switch,0.7398688785342498
corr_time_gate_switch,-0.7398688785342499
corr_time_retained_switch,-0.7398688817784627
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,False
retained_gap_switch_pass,True
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
