t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.381278
40,0.389154
41,0.157675
42,0.117371
43,0.118455
44,0.128112
45,0.128528
46,0.141144
47,0.138667
48,0.143132
49,0.195048
50,0.209041
51,0.219427
52,0.220023
53,0.216036
54,0.224095
55,0.243689
56,0.306020
57,0.301109
58,0.294438
59,0.304279
60,0.324820
61,0.371383
62,0.388209
63,0.372047
64,0.369523
65,0.394363
66,0.406227
67,0.395639
68,0.385313
69,0.385503
70,0.418198
71,0.382224
72,0.376386
73,0.345299
74,0.317037
75,0.325802
76,0.312604
77,0.290757
78,0.289305
79,0.293529
80,0.300033
81,0.457939
82,0.502491
83,0.489892
84,0.497738
85,0.589241
86,0.537219
87,0.530156
88,0.509431
89,0.554076
90,0.532479
91,0.574806
92,0.560523
93,0.533036
94,0.528347
95,0.547099
96,0.563684
97,0.556636
98,0.552230
99,0.547672
100,0.509707
101,0.493440
102,0.473589
103,0.504052
104,0.477875
105,0.463817
106,0.434052
107,0.469822
108,0.471422
109,0.560809
110,0.537716
111,0.553362
112,0.566682
113,0.581131
114,0.578478
115,0.590023
116,0.587585
117,0.636415
118,0.626914
119,0.647263
120,0.632747
121,0.660827
122,0.649051
123,0.667340
124,0.657626
125,0.644210
126,0.658207
127,0.680897
128,0.692752
129,0.660978
130,0.678812
131,0.692698
132,0.715235
133,0.723921
134,0.670936
135,0.665401
136,0.723854
137,0.777113
138,0.780419
139,0.771018
140,0.775028
141,0.777887
142,0.779345
143,0.769613
144,0.763326
145,0.777979
146,0.790984
147,0.791958
148,0.773704
149,0.771046
150,0.792913
151,0.805380
152,0.804346
153,0.803510
154,0.788875
155,0.802399
156,0.802772
157,0.786901
158,0.812729
159,0.799813
160,0.802489
161,0.817981
162,0.805918
163,0.783812
164,0.779877
165,0.788243
166,0.792138
167,0.785920
168,0.779744
169,0.806549
170,0.798797
171,0.799287
172,0.790980
173,0.762543
174,0.713704
175,0.731395
176,0.721499
177,0.722405
178,0.716792
179,0.743655
180,0.721632
181,0.732966
182,0.705613
183,0.707481
184,0.645866
185,0.655023
186,0.656242
187,0.641705
188,0.488851
189,0.532966
190,0.564111
191,0.590598
192,0.564008
193,0.550674
194,0.572690
195,0.553639
196,0.565364
197,0.571735
198,0.580202
199,0.604498
200,0.567317
201,0.562252
202,0.536325
203,0.399603
204,0.430721
205,0.397472
206,0.377697
207,0.331207
208,0.307416
209,0.307826
210,0.325628
211,0.355465
212,0.334431
213,0.302797
214,0.306152
