t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.586407
30,0.597197
31,0.514247
32,0.386319
33,0.376519
34,0.348492
35,0.271482
36,0.273726
37,0.258465
38,0.265128
39,0.294480
40,0.286057
41,0.017118
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.029932
47,0.020302
48,0.025671
49,0.021389
50,0.044351
51,0.138072
52,0.159376
53,0.175684
54,0.173475
55,0.247912
56,0.242104
57,0.179915
58,0.178847
59,0.183646
60,0.244134
61,0.240415
62,0.254348
63,0.236268
64,0.239104
65,0.248736
66,0.241860
67,0.236687
68,0.217292
69,0.225754
70,0.242043
71,0.410873
72,0.471459
73,0.428466
74,0.385371
75,0.512025
76,0.528531
77,0.503802
78,0.494160
79,0.548837
80,0.538052
81,0.598604
82,0.563341
83,0.544922
84,0.556894
85,0.579143
86,0.535894
87,0.527124
88,0.505632
89,0.504102
90,0.458946
91,0.434620
92,0.410827
93,0.444366
94,0.428085
95,0.406207
96,0.378057
97,0.396200
98,0.386699
99,0.504739
100,0.474535
101,0.488226
102,0.496584
103,0.511098
104,0.505230
105,0.522324
106,0.486677
107,0.525487
108,0.531544
109,0.548930
110,0.501436
111,0.564296
112,0.581318
113,0.610771
114,0.611853
115,0.582834
116,0.607833
117,0.681674
118,0.682706
119,0.690397
120,0.719002
121,0.727557
122,0.758835
123,0.750637
124,0.684791
125,0.677834
126,0.678375
127,0.702111
128,0.721914
129,0.670987
130,0.673732
131,0.684835
132,0.702156
133,0.704615
134,0.689322
135,0.706903
136,0.775258
137,0.774962
138,0.765674
139,0.762730
140,0.813489
141,0.847199
142,0.852701
143,0.857535
144,0.857436
145,0.870950
146,0.866726
147,0.849312
148,0.839719
149,0.816610
150,0.810301
151,0.812306
152,0.822574
153,0.808899
154,0.806416
155,0.811820
156,0.820717
157,0.813304
158,0.804397
159,0.818944
160,0.815130
161,0.820099
162,0.809622
163,0.774436
164,0.765756
165,0.777133
166,0.760654
167,0.765631
168,0.763815
169,0.779932
170,0.736805
171,0.734824
172,0.697977
173,0.685892
174,0.625113
175,0.656504
176,0.675611
177,0.672842
178,0.692345
179,0.737046
180,0.746662
181,0.773210
182,0.766141
183,0.769754
184,0.726379
185,0.702677
186,0.688651
187,0.645151
188,0.459849
189,0.512503
190,0.536811
191,0.540358
192,0.505911
193,0.506382
194,0.547523
195,0.508477
196,0.511475
197,0.515564
198,0.510857
199,0.521556
200,0.488155
201,0.519513
202,0.494418
203,0.325942
204,0.355779
205,0.396751
206,0.384902
207,0.365638
208,0.405062
209,0.392522
210,0.411462
211,0.406993
212,0.399182
213,0.357414
214,0.299318
