metric,value
dist_std_base,0.2925075888633728
dist_std_reg0,0.2925075888633728
dist_std_reg1,0.2925075888633728
rel_pre_mean,0.2822936773300171
rel_pre_std,0.665625274181366
rel_post_mean,0.2997286319732666
rel_post_std,0.43920189142227173
retained_high_mean,0.24961522221565247
retained_low_mean,0.8919370770454407
retained_gap,0.6423218548297882
pre_correct_rate,0.26133483525767387
post_correct_rate,0.7583333333333333
directional_align_overall,0.4617711309023694
switch_window,400
switch_pre_correct_rate,0.315
switch_post_correct_rate,0.655
switch_band_correct_rate,0.485
switch_margin_pre,-0.08872400224208832
switch_margin_post,0.06210360676050186
switch_margin_pre_signed,-0.08872400224208832
switch_margin_post_signed,0.06210360676050186
switch_margin_pre_abs,0.08872400224208832
switch_margin_post_abs,0.06210360676050186
corr_lambda_regime,-0.014619925671997462
corr_gate_regime,0.014619925671997462
corr_retained_regime,0.014619912393240288
auc_switch_lambda,0.44303083638411717
auc_switch_gate,0.44303083638411717
auc_switch_rel,0.44303083638411717
retained_gap_switch,0.01399695873260498
retained_gap_switch_signed,0.01399695873260498
retained_gap_switch_abs,0.01399695873260498
peak_delay_lambda,121.0
peak_delay_gate,121.0
peak_delay_rel,121.0
peak_delay_min,121.0
corr_time_lambda_switch,-0.07358275958959935
corr_time_gate_switch,0.07358275958959919
corr_time_retained_switch,0.07358276061608696
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,200.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
