metric,value
dist_std_base,0.3158639669418335
dist_std_reg0,0.3158639669418335
dist_std_reg1,0.3158639669418335
rel_pre_mean,0.1328791081905365
rel_pre_std,0.7854591012001038
rel_post_mean,0.28379276394844055
rel_post_std,0.26382485032081604
retained_high_mean,0.08107683062553406
retained_low_mean,0.8651105165481567
retained_gap,0.7840336859226227
pre_correct_rate,0.4426888825050273
post_correct_rate,0.91375
directional_align_overall,0.6349260329875871
switch_window,100
switch_pre_correct_rate,1.0
switch_post_correct_rate,0.15
switch_band_correct_rate,0.575
switch_margin_pre,0.9174575805664062
switch_margin_post,-0.5770459175109863
switch_margin_pre_signed,0.9174575805664062
switch_margin_post_signed,-0.5770459175109863
switch_margin_pre_abs,0.9174575805664062
switch_margin_post_abs,0.5770459175109863
corr_lambda_regime,-0.11740993907413336
corr_gate_regime,0.11740993907413336
corr_retained_regime,0.11740992260662406
auc_switch_lambda,0.4574280618596189
auc_switch_gate,0.4574280618596189
auc_switch_rel,0.4574280618596189
retained_gap_switch,-0.17898768559098244
retained_gap_switch_signed,-0.17898768559098244
retained_gap_switch_abs,0.17898768559098244
peak_delay_lambda,48.0
peak_delay_gate,48.0
peak_delay_rel,48.0
peak_delay_min,48.0
corr_time_lambda_switch,-0.6931467358120013
corr_time_gate_switch,0.6931467358120014
corr_time_retained_switch,0.6931467351560006
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,True
switch_band_pass,False
directional_align_pass,True
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
