metric,value
dist_std_base,0.3074561059474945
dist_std_reg0,0.3074561059474945
dist_std_reg1,0.3074561059474945
rel_pre_mean,0.11480006575584412
rel_pre_std,0.7143486142158508
rel_post_mean,0.45932379364967346
rel_post_std,0.3370727598667145
retained_high_mean,0.1672045886516571
retained_low_mean,0.8897340297698975
retained_gap,0.7225294411182404
pre_correct_rate,0.42459528543027547
post_correct_rate,0.8966666666666666
directional_align_overall,0.615943252828914
switch_window,200
switch_pre_correct_rate,1.0
switch_post_correct_rate,0.665
switch_band_correct_rate,0.8325
switch_margin_pre,0.6755915880203247
switch_margin_post,0.07846373319625854
switch_margin_pre_signed,0.6755915880203247
switch_margin_post_signed,0.07846373319625854
switch_margin_pre_abs,0.6755915880203247
switch_margin_post_abs,0.07846373319625854
corr_lambda_regime,-0.2750740077229928
corr_gate_regime,0.2750740077229928
corr_retained_regime,0.27507400072293936
auc_switch_lambda,0.5903922891224084
auc_switch_gate,0.5903922891224084
auc_switch_rel,0.5903922299536116
retained_gap_switch,-0.3964806795120239
retained_gap_switch_signed,-0.3964806795120239
retained_gap_switch_abs,0.3964806795120239
peak_delay_lambda,48.0
peak_delay_gate,48.0
peak_delay_rel,48.0
peak_delay_min,48.0
corr_time_lambda_switch,-0.7767965734419654
corr_time_gate_switch,0.7767965734419654
corr_time_retained_switch,0.7767965735787952
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,100.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,True
switch_band_pass,True
directional_align_pass,True
abs_pass_all,True
pass_core_checks_v2,True
pass_core_checks_v3_abs,True
pass_core_checks_v3,True
