metric,value
dist_std_base,0.31509703397750854
dist_std_reg0,0.31509703397750854
dist_std_reg1,0.31509703397750854
rel_pre_mean,0.3154054582118988
rel_pre_std,0.5480446219444275
rel_post_mean,0.027181072160601616
rel_post_std,0.7008085250854492
retained_high_mean,0.12124238908290863
retained_low_mean,0.8767778873443604
retained_gap,0.7555354982614517
pre_correct_rate,0.23953945520921088
post_correct_rate,0.5241666666666667
directional_align_overall,0.354135212212716
switch_window,200
switch_pre_correct_rate,0.075
switch_post_correct_rate,0.15
switch_band_correct_rate,0.1125
switch_margin_pre,-0.5523135662078857
switch_margin_post,-0.5763696432113647
switch_margin_pre_signed,-0.5523135662078857
switch_margin_post_signed,-0.5763696432113647
switch_margin_pre_abs,0.5523135662078857
switch_margin_post_abs,0.5763696432113647
corr_lambda_regime,0.22429982323862344
corr_gate_regime,-0.22429982323862338
corr_retained_regime,-0.22429982083164482
auc_switch_lambda,0.39433305251333894
auc_switch_gate,0.39433305251333894
auc_switch_rel,0.39433305251333894
retained_gap_switch,0.5934591293334961
retained_gap_switch_signed,0.5934591293334961
retained_gap_switch_abs,0.5934591293334961
peak_delay_lambda,31.0
peak_delay_gate,31.0
peak_delay_rel,31.0
peak_delay_min,31.0
corr_time_lambda_switch,0.726263968344045
corr_time_gate_switch,-0.7262639683440449
corr_time_retained_switch,-0.7262639624210072
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,100.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,True
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
