metric,value
dist_std_base,0.31509703397750854
dist_std_reg0,0.31509703397750854
dist_std_reg1,0.31509703397750854
rel_pre_mean,0.19694572687149048
rel_pre_std,0.6278095841407776
rel_post_mean,0.20294569432735443
rel_post_std,0.633698582649231
retained_high_mean,0.12124237418174744
retained_low_mean,0.8767778873443604
retained_gap,0.7555355131626129
pre_correct_rate,0.33305251333894975
post_correct_rate,0.6629166666666667
directional_align_overall,0.46586143264552926
switch_window,100
switch_pre_correct_rate,0.3
switch_post_correct_rate,0.69
switch_band_correct_rate,0.495
switch_margin_pre,-0.23697063326835632
switch_margin_post,0.17730510234832764
switch_margin_pre_signed,-0.23697063326835632
switch_margin_post_signed,0.17730510234832764
switch_margin_pre_abs,0.23697063326835632
switch_margin_post_abs,0.17730510234832764
corr_lambda_regime,-0.004669241476713829
corr_gate_regime,0.004669241476713834
corr_retained_regime,0.004669241577337173
auc_switch_lambda,0.5052771927361228
auc_switch_gate,0.5052771927361228
auc_switch_rel,0.5052771927361228
retained_gap_switch,0.031372010707855225
retained_gap_switch_signed,0.031372010707855225
retained_gap_switch_abs,0.031372010707855225
peak_delay_lambda,91.0
peak_delay_gate,91.0
peak_delay_rel,91.0
peak_delay_min,91.0
corr_time_lambda_switch,0.060115431093412115
corr_time_gate_switch,-0.060115431093412094
corr_time_retained_switch,-0.060115440155239
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,False
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
