t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.617717
40,0.654414
41,0.693918
42,0.695229
43,0.673556
44,0.646098
45,0.636863
46,0.629265
47,0.588887
48,0.627810
49,0.639447
50,0.640645
51,0.633187
52,0.611699
53,0.579773
54,0.595673
55,0.574569
56,0.595882
57,0.578861
58,0.596945
59,0.643015
60,0.665771
61,0.684394
62,0.677670
63,0.713527
64,0.750914
65,0.759810
66,0.745512
67,0.780602
68,0.815858
69,0.813053
70,0.773450
71,0.770347
72,0.796544
73,0.791062
74,0.764684
75,0.775174
76,0.780328
77,0.787609
78,0.782202
79,0.736541
80,0.717350
81,0.708042
82,0.679387
83,0.649576
84,0.646414
85,0.700743
86,0.713132
87,0.721772
88,0.696789
89,0.717900
90,0.747505
91,0.783838
92,0.807008
93,0.825624
94,0.818100
95,0.823550
96,0.843084
97,0.856969
98,0.836682
99,0.808447
100,0.828195
101,0.851041
102,0.857249
103,0.735466
104,0.727969
105,0.732484
106,0.750547
107,0.722577
108,0.704170
109,0.720745
110,0.745442
111,0.731382
112,0.733503
113,0.725177
114,0.737006
115,0.741573
116,0.743888
117,0.720247
118,0.710260
119,0.722338
120,0.727713
121,0.702158
122,0.681154
123,0.686907
124,0.702156
125,0.696629
126,0.721997
127,0.724344
128,0.726098
129,0.722765
130,0.685690
131,0.677454
132,0.665790
133,0.674322
134,0.699148
135,0.679488
136,0.667483
137,0.679969
138,0.691219
139,0.691865
140,0.658062
141,0.648199
142,0.646187
143,0.710998
144,0.731055
145,0.725512
146,0.726963
147,0.755613
148,0.772114
149,0.770819
150,0.744185
151,0.725632
152,0.727811
153,0.732366
154,0.699196
155,0.677904
156,0.681615
157,0.702547
158,0.692727
159,0.639608
160,0.630039
161,0.635159
162,0.658439
163,0.674575
164,0.658669
165,0.641076
166,0.642446
167,0.648347
168,0.653010
169,0.624859
170,0.629841
171,0.618578
172,0.649497
173,0.629341
174,0.596091
175,0.594879
176,0.587801
177,0.602409
178,0.586938
179,0.569183
180,0.538173
181,0.577237
182,0.594916
183,0.609474
184,0.575903
185,0.566153
186,0.566097
187,0.569759
188,0.556610
189,0.541064
190,0.518506
191,0.536865
192,0.552137
193,0.492254
194,0.460124
195,0.451747
196,0.474867
197,0.395739
198,0.370626
199,0.387579
200,0.383170
201,0.419339
202,0.431796
203,0.404950
204,0.393879
205,0.425540
206,0.463119
207,0.452095
208,0.429587
209,0.435173
210,0.468626
211,0.499147
212,0.513396
213,0.514937
214,0.526533
