metric,value
dist_std_base,0.004996869713068008
dist_std_reg0,0.015001130290329456
dist_std_reg1,0.015001129359006882
rel_pre_mean,0.005723334848880768
rel_pre_std,0.03198789060115814
rel_post_mean,0.015279129147529602
rel_post_std,0.025759022682905197
retained_high_mean,0.1406957507133484
retained_low_mean,0.870940089225769
retained_gap,0.7302443385124207
pre_correct_rate,0.39115742044494506
post_correct_rate,0.77
directional_align_overall,0.5439421945891447
switch_window,200
switch_pre_correct_rate,0.49
switch_post_correct_rate,0.895
switch_band_correct_rate,0.6925
switch_margin_pre,0.0010504042729735374
switch_margin_post,0.027302008122205734
corr_lambda_regime,-0.15624416790458392
corr_gate_regime,0.15624416790458392
corr_retained_regime,0.1562441690940037
auc_switch_lambda,0.5761906857223318
auc_switch_gate,0.5761906857223318
auc_switch_rel,0.5761906857223318
retained_gap_switch,-0.3068726062774658
peak_delay_lambda,100.0
peak_delay_gate,100.0
peak_delay_rel,100.0
corr_time_lambda_switch,-0.521703372702753
corr_time_gate_switch,0.521703372702753
corr_time_retained_switch,0.5217033694759767
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,False
switch_band_pass,True
directional_align_pass,False
pass_core_checks_v2,False
pass_core_checks_v3,False
