target_index,alpha_raw,alpha_clipped,alpha_shrunk,denominator,reliability
0,1.4982322862246231,1.0,0.8417737103155127,357.3054524015725,0.3516525935248084
1,1.006669004694497,1.0,0.8534865178880163,438.5341026898247,0.39964694659545497
2,1.0007056205961142,1.0,0.8758955526452918,636.669777362795,0.4914701170399078
3,1.0982633672326858,1.0,0.8736956281842946,614.10627548646,0.4824557154409504
4,0.5692299893796535,0.5692299893796535,0.6664217819224394,606.8559354314482,0.4794908796813356
5,1.2130020640752062,1.0,0.8830253869570359,715.6293771280037,0.5206852973606676
6,0.8038856789644039,0.8038856789644039,0.7834248287115675,884.4521244035813,0.573120550118239
7,0.27940598502463515,0.27940598502463515,0.5382569793195549,554.0349629716928,0.4568212780516815
8,0.8023789790823609,0.8023789790823609,0.7724316808177384,362.4597436050541,0.35492489579677394
9,1.028290152324501,1.0,0.910851914760136,1144.6318983336985,0.6347071654606219
10,1.4099801297016588,1.0,0.9074879437698609,1079.0556825336798,0.6209229714979638
11,0.9942933840691585,0.9942933840691585,0.8295406374476155,294.23690725442765,0.30874593516137516
12,0.7058109751151354,0.7058109751151354,0.7268251769203918,913.1677567606331,0.5809186425398507
13,0.7816288117601728,0.7816288117601728,0.7698437384646147,776.3916174597813,0.5409786507197137
14,0.9613254377239321,0.9613254377239321,0.8530873680178935,591.1802636083332,0.47296315411059714
15,1.4242381009206269,1.0,0.9034736727419803,1006.7841876281357,0.6044741107239122
16,0.7817563965473799,0.7817563965473799,0.7678006336623566,559.188107699422,0.45911945177814784
17,-0.19336497190496243,0.0,0.1735999917934321,2209.8933347830994,0.7703565494578565
18,0.7929032750802175,0.7929032750802175,0.7744466648380504,660.0399667754507,0.5004816069056927
19,0.898708815572521,0.898708815572521,0.8314782805303486,740.0327707155922,0.5290473826637901
20,0.5564045553869551,0.5564045553869551,0.6911072451246125,317.13829759396964,0.32496742291453284
21,1.379946945418133,1.0,0.8951328946357603,874.3116156857211,0.5702969719947155
22,0.5045563860605564,0.5045563860605564,0.6571046025799623,426.8767792687726,0.3932005480392197
23,0.985248686884002,0.985248686884002,0.8814971580093078,797.1325289126461,0.5475179094420365
24,1.415326294263832,1.0,0.8952517086237237,876.050560533069,0.5707838237126107
25,1.1110016965089473,1.0,0.896024971293824,887.4650242289999,0.5739523417109993
26,0.8314157826989473,0.8314157826989473,0.7882015475798628,491.5833852565709,0.42733261978369247
27,1.3281801259207797,1.0,0.8507403041885123,418.3449240923189,0.38839407241600926
28,1.0987327920696788,1.0,0.8555136048554856,453.9288405612699,0.4079531299779953
29,2.1534574513861786,1.0,0.9159580010642774,1254.200021072965,0.6556298441073242
30,0.9077654916345617,0.9077654916345617,0.829164539971169,613.5876983177825,0.4822447789099104
