auc_regime,corr_mae,corr_mse,filter_reasons,k,n_auc,n_corr,n_sep,n_smooth_mean,n_smooth_std,n_top10,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mean_abs_diff,smooth_std_diff,top10_in_reg1,valid_count,valid_ratio,window
0.46080529181792795,0.05305715297629496,0.042701212473127935,smooth_mean_abs_diff;smooth_std_diff,2,0.6810005936174486,0.7943538393398846,0.711996107266427,0.5337338977623345,0.5250261810919525,0.4456852561110202,0.02666666666666667,3.361705025726018,0.630505745052544,0.739395017304084,0.6519631491116145,0.5214821606619072,0.5196291060326982,0.380952380952381,-0.1015962951552346,-0.05087209266799253,0.037133249858082355,0.06036788815732009,0.10702341137123746,5981,nan,20
0.39705168481802106,0.07859236601515135,0.07798902879569919,smooth_mean_abs_diff;smooth_std_diff,3,0.5226612179306674,0.9752368375478752,0.7072968371691495,0.7999771734937812,0.7898003427239015,0.9812624362877201,0.0575,3.3311446543208376,0.4877664674660087,0.9038533786283623,0.6479558305904697,0.7679457773892657,0.7619138164033087,0.8214285714285715,-0.10299317999830676,-0.12501575347557375,0.05122752547011636,0.08075163487160851,0.23076923076923078,5981,nan,20
0.24766440938285395,-0.04601670054947229,-0.04268644238504699,smooth_mean_abs_diff;smooth_std_diff;corr_mse,5,0.15164083114709118,0.3566624027400933,0.19818569002316444,0.8890684511148103,0.8923359783521015,1.0,0.07,2.0023982671431506,0.15330018736568973,0.34144707779623973,0.21380957233191236,0.8504183147369819,0.8557402556137094,1.0,-0.2543293726762509,-0.34929343536595797,0.05594380240882708,0.08864538255813352,0.2809364548494983,5981,nan,20
0.21543656334357256,-0.08182087501415826,-0.07479178465117707,smooth_mean_abs_diff;smooth_std_diff;corr_mse,8,0.0715992890019233,0.19209255476463824,0.04625306736259782,1.0,1.0,0.8365118470507742,0.049166666666666664,1.0595946484416172,0.08114459212503419,0.19182059111943198,0.08424851281619858,1.0,1.0,0.7023809523809524,-0.29949221145108484,-0.3785646601373205,0.06449778504773995,0.10078215374002167,0.19732441471571907,5981,nan,20
0.1852553988643768,-0.0951350133408745,-0.09132361089869347,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,0.0,0.10735151354606876,0.0,1.0,1.0,0.6772861988901336,0.04,0.7421037488813371,0.013571354825894534,0.11477425224962755,0.0,0.9787811375740061,0.9788892920487504,0.5714285714285715,-0.3288598471863887,-0.38647001465104575,0.06328436255894876,0.09900608077537047,0.1605351170568562,5981,nan,20
0.4603900634742836,0.09436907642358158,0.08402772464352413,smooth_mean_abs_diff;smooth_std_diff,3,0.6799693265285104,1.0,0.854823906326212,0.47835322145424414,0.5136666563998012,0.6132031490822194,0.03625,3.874607083309782,0.6295760816720024,0.9319966339261911,0.7737600394070261,0.47021580757862097,0.5092344393740558,0.5187245752572386,-0.059139917133560094,-0.042900695407556144,0.03420153068762567,0.059493370520507086,0.1457286432160804,5971,nan,30
0.25736260851302156,-0.04591393520759369,-0.05474320653550378,smooth_mean_abs_diff;smooth_std_diff;corr_mse,5,0.1757274180528182,0.29486023203376116,0.25701916908207817,0.6005023941951213,0.6394386611833476,1.0,0.05875,2.357328057982806,0.1750136872423714,0.2852567015787932,0.2639800212347655,0.5832903136342705,0.6243235914419648,0.8406915530031108,-0.2368407854145375,-0.2995568439997232,0.04066781270606213,0.06917597955401154,0.23618090452261306,5971,nan,30
0.20506318258190984,-0.0706314376751882,-0.07234382613378186,smooth_mean_abs_diff;smooth_std_diff;corr_mse,8,0.045835811281120145,0.20464062722306373,0.0423872826723643,0.6875376783654175,0.7330092162818823,0.6856996753499696,0.04041666666666666,1.546642693130416,0.057919414041353964,0.2032292666430324,0.08095195180411598,0.6638596007292121,0.7099464282834966,0.5783480896546224,-0.30064133800235415,-0.36371844464832337,0.04527525032001786,0.07637954686317815,0.1624790619765494,5971,nan,30
0.22663358769719033,-0.05857622873728632,-0.06010719169680878,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,0.09940837979899948,0.26736480104843796,0.11364796637936381,0.7306358993120652,0.7782751349838538,0.8379423805122449,0.049166666666666664,1.75662545810475,0.10621384298885711,0.260257925748289,0.14171974163895373,0.7037559826372379,0.75136753952324,0.7035574698891283,-0.27945869326888073,-0.35077169751859405,0.0475567659854993,0.07986436205784637,0.19765494137353434,5971,nan,30
0.2770490706843143,-0.045316827479567445,-0.06134991903321683,corr_mse,5,0.22462099876721564,0.26099466342049027,0.30382155441122627,0.3264015336419533,0.39541369020854833,0.46256877021697657,0.0275,2.4417066420514217,0.219090117122944,0.254466212839496,0.3038909141353259,0.3295528652257812,0.40102567199463285,0.3948379351740696,-0.22292850939452657,-0.23342733812126926,0.026157575542255517,0.050389617736629116,0.11092436974789915,5951,nan,50
