auc_regime,corr_mae,corr_mse,corr_mse_soft_exception,corr_mse_soft_exception_type,k,lambda_hash_round6,lambda_oriented_swapped,n_auc,n_corr,n_peak_delay,n_sep,n_smooth_mean,n_smooth_std,n_switch_band,n_switch_margin_gap,n_top10,passed_filters,peak_delay_base_window,peak_delay_lambda,reg1_top10_coverage,score,score_equal,score_gating,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,score_regime,sep_mean,sep_median,smooth_mask_count,smooth_mean_abs_diff,smooth_mean_abs_diff_far,smooth_mean_abs_diff_used,smooth_std_diff,smooth_std_diff_far,smooth_std_diff_used,switch_band_correct_rate,switch_margin_gap_signed,switch_margin_post_signed,switch_margin_pre_signed,switch_post_correct_rate,switch_pre_correct_rate,top10_in_reg1,valid_count,valid_ratio,window
0.6888625155606627,0.15765702965782827,0.14961014948380974,False,,8,2744524df2a729d5d052b7ff28f9facb4c47261b,True,1.0,1.0,0.0,1.0,0.11431978465187871,0.1496118393432345,0.990411304567247,0.951745036545652,0.9021595215267316,True,200,172.0,0.06333333333333334,5.354183315855173,7.580384238644517,0.9246394635373032,1.0,1.0,1.0,0.1681551426217115,0.23289696902745038,0.755235427504335,0.9352545379558819,0.13601000026089516,0.22878023542521028,5478,0.01630721907061989,0.01386152182300645,0.01386152182300645,0.032611998332219096,0.02631767565652761,0.02631767565652761,0.83,0.16730162669745696,0.16730162669745696,0.16730162669745707,0.66,1.0,0.2585034013605442,5881,nan,120
0.6067150244182706,0.07768542401026281,0.06193968046991055,False,,6,a86c3829e8f90e2b91231d9723219a58a86195f8,True,1.0,0.7830258052212823,0.7887323943661972,1.0,0.0660834063208402,0.08809455803768296,1.0,0.9319090242325181,0.2136693603615943,True,200,60.0,0.015,4.314125867791365,7.563158619823069,0.8272652241141005,0.8479487269813227,0.7194573714550098,0.7556981988576635,0.08326363962494632,0.10458633849713247,0.17887154861944776,0.9136737054404198,0.021309589115348915,0.1755242461631812,5478,0.010898451646531894,0.01138323194749182,0.01138323194749182,0.02098181757233749,0.021810323128761456,0.021810323128761456,0.8375,0.16170715331755403,0.16170715331755403,0.16170715331755403,0.675,1.0,0.061224489795918366,5881,nan,120
0.578503064253567,0.0601067998936317,0.044363227416478704,False,,5,376955796c308b7176c18c25de22dc9784d4281d,True,1.0,0.6880103151317232,0.7887323943661972,1.0,0.03899327236922316,0.05118449622007097,0.9954579863739592,0.9173028130221962,0.2136693603615943,True,200,60.0,0.015,4.1149833652871575,7.512995100666377,0.7909824017194116,0.7957296707722923,0.6632132975317181,0.6775456326978397,0.08976627211004747,0.11061051222409274,0.17887154861944776,0.9026536640592713,-0.015383269589317627,0.13085589195361452,5478,0.011312759622179017,0.009991394354754742,0.009991394354754742,0.02152785361848507,0.01910593410338681,0.01910593410338681,0.8325,0.15758767312630206,0.15758767312630217,0.15758767312630206,0.675,0.99,0.061224489795918366,5881,nan,120
0.5772730284956925,0.07736930259313918,0.06874122051855908,False,,4,bc9942962312e72f22cdfc58ac79542ed7886740,True,1.0,0.8197938413615388,0.0,0.9612073555372453,0.1278652824013014,0.15205905953214283,0.9601312137269744,0.8936865757357146,0.07663703972428805,True,200,172.0,0.005416666666666667,3.9216577748573425,6.431531684152318,0.7755200527430635,0.7934529304818417,0.7412220767755592,0.6396081824747163,0.14090990873965528,0.1758715739676577,0.06415606783253842,0.8541935870646863,-0.03319501357998389,0.09447194257372912,5518,0.014571319383597745,0.014557462751672719,0.014557462751672719,0.02744316976588811,0.026496982736918383,0.026496982736918383,0.815,0.15092703948950947,0.15092703948950947,0.15092703948950947,0.78,0.85,0.02195945945945946,5921,nan,80
0.5408570334195154,0.03829257373605037,0.021764631604798978,False,,4,10aea3a754fff008c857b7d8c5b34e690ef95354,True,0.9495563123120901,0.5658459256581965,0.0,0.8703104702593069,0.04397205885635707,0.05435903942417036,0.9954579863739592,0.9354208559486668,0.09496416016070858,True,200,172.0,0.006666666666666667,3.8450929640165383,6.313224612432402,0.6776158018141069,0.72604857847337,0.5908985313197417,0.5940645320180811,0.06506895147935637,0.08034819236838586,0.0794984660530879,0.8342655751985224,-0.054577890857264166,0.08240316690057989,5478,0.009739197385984088,0.010247194573807948,0.010247194573807948,0.018784852133101024,0.019338531920322668,0.019338531920322668,0.8325,0.1626976169621891,0.1626976169621891,0.1626976169621891,0.675,0.99,0.027210884353741496,5881,nan,120
0.5078847233923055,0.11103706155082568,0.09673442610015079,False,,3,6cb8095943dd854da3f896ed013579e145d29b50,True,0.848059709216406,0.9711206272282347,0.15492957746478875,0.9057549253397851,0.3410404676370849,0.37086190516755996,0.172848851879889,0.1944462731599852,0.24007927570830143,True,200,150.0,0.017083333333333332,3.6747896548017276,4.775336867192746,0.6849296366233046,0.6650183309967485,0.8307994175106131,0.6118238850242397,0.3038997381802217,0.32993263270651485,0.20098039215686272,0.49930432024587956,-0.046239822607417436,0.02986484171620571,5558,0.02495603456492027,0.025509982852893666,0.025509982852893666,0.04140739045271795,0.04252860081930306,0.04252860081930306,0.425,-0.04628403283499327,-0.04628403283499327,-0.04628403283499327,0.475,0.375,0.06879194630872483,5961,nan,40
0.5220402584493041,0.027033711435285136,0.014523688437940859,False,,3,285ef8dfe00e3b015ba62a00e47f83fc11f969e6,True,0.8916338088806876,0.5267025466375166,0.15492957746478875,0.7133210445852572,0.08705584404799278,0.10596519537600962,1.0,1.0,0.0,True,200,150.0,0.0,3.552142866040773,6.093565938144248,0.642838186189549,0.6912195831073735,0.5677277504168449,0.5154053842769408,0.10165212542780347,0.12055772633258298,0.0,0.8154313696597151,-0.091508591098031,0.04360991291791794,5518,0.01207005350864745,0.01246075438765849,0.01246075438765849,0.022429477261521027,0.023119699301931675,0.023119699301931675,0.8475,0.19518691105357178,0.19518691105357178,0.19518691105357178,0.695,1.0,0.0,5921,nan,80
0.5034346465216982,0.02774407743173975,0.010686841151438649,False,,2,bfe5e68e8e71f1cd1c3816f0af7d1dee3a28b8dc,True,0.8343613154578682,0.5059611647319893,1.0,0.6427400212365928,0.10705720327161627,0.12918889535534264,0.9651778955336866,0.9293522462205546,0.12338146566334486,True,200,30.0,0.00875,3.526413691551501,6.764728010217078,0.6635576845571944,0.6567814409372098,0.5554499648045609,0.48004094415961385,0.12489710195810105,0.1442493361501501,0.10328777975836799,0.8121738395160893,-0.10811229930821376,0.015076856796538973,5538,0.013551081260453828,0.013488384731716496,0.013488384731716496,0.024576904201378404,0.02482129274989315,0.02482129274989315,0.8175,0.16098604938292999,0.16098604938292999,0.16098604938293004,0.645,0.99,0.03535353535353535,5941,nan,60
0.4937332793579273,0.0388842620973179,0.021637205928601362,False,,2,0336ada6a5535b072ee772704846c177790b880d,True,0.8044982026916051,0.5651570828616945,1.0,0.6707465838661217,0.1660731955271077,0.18804127938002033,0.8844309866262932,0.928439420151419,0.17596300265072473,True,200,30.0,0.0125,3.504994118587814,6.675120803940729,0.6760675187168905,0.6388246511830826,0.5904907733306869,0.4940735602937193,0.17325957506399692,0.19244127237169315,0.14730598121601582,0.7903100913325041,-0.10152394493463401,0.012920526978789454,5548,0.016632442290113875,0.01652050988623129,0.01652050988623129,0.02894506081559439,0.029133389062815818,0.029133389062815818,0.7775,0.16072859939431117,0.16072859939431128,0.16072859939431117,0.655,0.9,0.05042016806722689,5951,nan,50
0.48148752691191615,0.05848561290697549,0.041812948304619,False,,2,c41ad56828bf0988b1d945182c6e7fc345951def,True,0.7668028675878436,0.6742239147162421,1.0,0.694640236522182,0.2735973801505874,0.29631062208868725,0.8945243502397173,0.9658958538789606,0.26350164407008697,True,200,30.0,0.01875,3.4573115448328284,6.689680864775758,0.7169270051279548,0.6161583198978083,0.6550524879271628,0.5060454134696827,0.2606437666967768,0.27988914505916623,0.22058823529411764,0.8007559793216916,-0.09590312480544855,-0.015411414617339636,5558,0.02220002859026046,0.022044890184780088,0.022044890184780088,0.036871407699082856,0.03706625093806014,0.03706625093806014,0.7825,0.17129266933371534,0.17129266933371534,0.17129266933371545,0.665,0.9,0.07550335570469799,5961,nan,40
