auc_regime,corr_mae,corr_mse,corr_mse_soft_exception,corr_mse_soft_exception_type,filter_reasons,k,lambda_hash_round6,lambda_oriented_swapped,n_auc,n_corr,n_peak_delay,n_sep,n_smooth_mean,n_smooth_std,n_switch_band,n_switch_margin_gap,n_top10,peak_delay_base_window,peak_delay_lambda,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mask_count,smooth_mean_abs_diff,smooth_mean_abs_diff_far,smooth_mean_abs_diff_used,smooth_std_diff,smooth_std_diff_far,smooth_std_diff_used,switch_band_correct_rate,switch_margin_gap_signed,switch_margin_post_signed,switch_margin_pre_signed,switch_post_correct_rate,switch_pre_correct_rate,top10_in_reg1,valid_count,valid_ratio,window
0.5377276982121127,0.11792430126751112,0.10453189310716031,False,,smooth_mean_abs_diff;smooth_std_diff,4,1fa3a9d6e44af32bd94d1327ac7b5116e3140c06,False,0.9822034627353372,1.0,0.045454545454545414,1.0,0.448770472241817,0.5230129426060631,0.558364475708947,0.6686896512912147,0.7970385608690259,200,171.0,0.0475,4.410636778662062,0.8442391710678624,0.9740026225493738,0.9699735639157454,0.4137312421359317,0.4828985874976477,0.5190512507626601,0.012930513300583368,0.058339969286537174,5558,0.030519031083496843,0.030130956663239013,0.030130956663239013,0.05634575181669602,0.05624892481828818,0.05624892481828818,0.61,0.09548761032079567,0.09548761032079567,0.09548761032079572,0.62,0.6,0.1912751677852349,5961,nan,40
0.5085070125081677,0.11109131207456967,0.10633410363134498,False,,smooth_mean_abs_diff;smooth_std_diff,5,f847d60f74089806cf8e573a67c2b6319cecf47d,True,0.9056922034074744,1.0,0.045454545454545414,1.0,0.6637368154385618,0.705851430233,0.5363816223345791,0.5456876885837268,1.0,200,171.0,0.09166666666666666,4.399042221237731,0.7827636520200785,0.9812867753465927,0.9603840248666136,0.6417525334602363,0.6836396975353176,1.0,0.00893301480614861,0.005475055272160079,5568,0.04391881845821225,0.04077084549826714,0.04077084549826714,0.07394337055334757,0.06966859793333412,0.06966859793333412,0.5975,0.04904044149247211,0.04904044149247211,0.04904044149247211,0.615,0.58,0.3685092127303183,5971,nan,30
0.5654350369746326,0.12311610429818648,0.10776152289043772,False,,smooth_mean_abs_diff;smooth_std_diff,3,c67bda070f304163ae16158819cbd9737ba63a39,True,1.0,1.0,1.0,0.9984235865490967,0.3887720853613474,0.4558952607352201,0.3033633765662784,0.31464625746243413,0.4092235193524306,200,150.0,0.025,4.3462965938672,0.9025308569343828,0.9870561013212198,0.9573387060678822,0.3540597785894843,0.419754160689254,0.2731848688224527,0.007663542180756433,0.07156008419090462,5558,0.027012407122126224,0.027161300310546897,0.027161300310546897,0.05081030594758634,0.05132273360638021,0.05132273360638021,0.465,-0.03820386031715178,-0.03820386031715178,-0.03820386031715178,0.435,0.495,0.10067114093959731,5961,nan,40
0.5264481013271336,0.0009676329382329453,-0.008681826657916357,False,,corr_mse,2,b9894b1ecb4728149fef15a9bfddedbd0cc617ff,True,0.952669037324373,0.510487129279439,1.0,0.7394113931777352,0.0,0.0,0.9188832710485819,0.9443940149282368,0.4107484136049693,200,150.0,0.024583333333333332,4.343253718262758,0.8205087535075297,0.5164167731473264,0.7321765726788865,0.0,0.0,0.2741516189290162,-0.08619762096948963,0.07210231345536741,5438,0.006205903819369911,0.006455552232687056,0.006455552232687056,0.0140132907196317,0.01440369289530643,0.01440369289530643,0.815,0.19959722648202394,0.19959722648202394,0.19959722648202405,0.63,1.0,0.10102739726027397,5841,nan,160
0.518301946233548,0.11378827396397843,0.11096404088701023,False,,smooth_mean_abs_diff;smooth_std_diff,4,840550f53b3e044f066dd98f7159416e28312f27,False,0.9313391961561976,1.0,0.045454545454545414,1.0,0.695062458199323,0.7411117155859038,0.5847438997581886,0.6636789565205413,1.0,200,171.0,0.07333333333333333,4.29762688522003,0.8033705823607002,1.0,0.9697289930491523,0.6155892806996651,0.659883409490157,0.8,0.012828561406339034,0.024504062368627344,5568,0.042381321578046034,0.04232132708391357,0.04232132708391357,0.07186081706174657,0.07225657330723181,0.07225657330723181,0.625,0.09359550566784691,0.09359550566784691,0.09359550566784697,0.575,0.675,0.2948073701842546,5971,nan,30
0.46863509049123814,-0.02082978491131918,-0.01986217632861776,False,,corr_mse,6,792e9af74e698a9f61d6b822943915324a50fe58,True,0.8012918140310625,0.46043398197152363,0.0,0.686154276262586,0.07239724449384945,0.1330874288236351,0.3868982193888766,0.5352395565921572,0.08023051235158,200,172.0,0.005833333333333334,3.7911357916240123,0.6988796827574211,0.47122817046475707,0.6858795782915633,0.046745354679667714,0.08271667482045172,0.0646103896103896,-0.10549700172303395,0.09900380846500556,5478,0.008952918406583767,0.01150213670860092,0.01150213670860092,0.021264503519943214,0.02762982496632892,0.02762982496632892,0.5125,0.045095088590200894,0.045095088590200894,0.04509508859020095,0.585,0.44,0.023809523809523808,5881,nan,120
0.4603900634742836,0.09436914119093914,0.08402778275442879,False,,smooth_mean_abs_diff;smooth_std_diff,3,fe5a17d5713ce7506c0628445660bc7728a1348b,True,0.7797030872417293,0.9255374518051999,1.0,0.8140777938797857,0.528874261619265,0.5724529267854646,0.28577709386678396,0.3371915663214021,0.5949147216866376,200,150.0,0.035833333333333335,3.765456915121952,0.6815335013376657,0.8911293562044748,0.7970848916878176,0.47639554355754504,0.518804381459552,0.3909090909090909,-0.059139917133560094,-0.04290069540755648,5568,0.034201530687625666,0.03409574204110862,0.03409574204110862,0.05949337052050705,0.05987763797989751,0.05987763797989751,0.455,-0.029690453345350365,-0.029690453345350365,-0.02969045334535031,0.45,0.46,0.1440536013400335,5971,nan,30
0.49941688835993653,0.05888728499876265,0.0438076837478736,False,,smooth_mean_abs_diff,2,39801a6ef65f135ee6ecd7d66abce2eb2ea51dc8,True,0.881890679614558,0.7454766666233578,1.0,0.7656904847551961,0.34288102542807747,0.3593821568605571,0.9452626950978236,0.9949245209340883,0.19340982604615486,200,150.0,0.0125,3.7278027787205343,0.7636395251640871,0.7285682443079803,0.7550212744903654,0.31653698933468666,0.33925291227084764,0.13636363636363635,-0.07667457083858009,-0.0025200185572444855,5568,0.02480736129153562,0.024889894615355262,0.024889894615355262,0.04375330463268004,0.04423902643877817,0.04423902643877817,0.83,0.2186782142302912,0.2186782142302912,0.2186782142302912,0.735,0.925,0.05025125628140704,5971,nan,30
0.4763197835870918,-0.034210690625677435,-0.03375991789324174,False,,corr_mse,5,0f0f5fdee3e1fbd1a5b94bef137de90f6c2e4a23,True,0.8214133660120455,0.39821538181410826,0.045454545454545414,0.6433807787326412,0.030290286476886814,0.05588694879053152,0.9892284018465596,0.9281585298491504,0.029274215009452403,200,171.0,0.002916666666666667,3.715696273337775,0.7150470137220994,0.41505644594396,0.6486961089305561,0.03422241052658097,0.06118607953745426,0.0323051948051948,-0.12099731534884295,0.09255334778870453,5478,0.008217001212262924,0.00941802742051743,0.00941802742051743,0.019377061496272836,0.02196359342057941,0.02196359342057941,0.855,0.19346649246868652,0.19346649246868663,0.19346649246868652,0.71,1.0,0.011904761904761904,5881,nan,120
0.40365264458006395,-0.0384289136600691,-0.03926852381368936,False,,corr_mse,4,e022ef0e148b82b99d88a04668e412b55fe77c35,True,0.6311421871112051,0.3735539828669928,0.045454545454545414,0.5036635544115401,0.0,0.0,0.94086612442295,1.0,0.32279644832951615,200,171.0,0.019583333333333335,3.6177336413242767,0.5621672992131624,0.3927918288608039,0.5272383972689924,0.032281152307668676,0.05057469933243308,0.21839196762141966,-0.17162821815000967,-0.04292030041046002,5438,0.008102922183845148,0.007330016764138773,0.007330016764138773,0.018446833387627964,0.017297333152296316,0.017297333152296316,0.8275,0.22712310303794403,0.22712310303794403,0.22712310303794403,0.655,1.0,0.08047945205479452,5841,nan,160
