auc_regime,corr_mae,corr_mse,corr_mse_soft_exception,corr_mse_soft_exception_type,filter_reasons,k,lambda_hash_round6,lambda_oriented_swapped,n_auc,n_corr,n_peak_delay,n_sep,n_smooth_mean,n_smooth_std,n_switch_band,n_switch_margin_gap,n_top10,peak_delay_base_window,peak_delay_lambda,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mask_count,smooth_mean_abs_diff,smooth_mean_abs_diff_far,smooth_mean_abs_diff_used,smooth_std_diff,smooth_std_diff_far,smooth_std_diff_used,switch_band_correct_rate,switch_margin_gap_signed,switch_margin_post_signed,switch_margin_pre_signed,switch_post_correct_rate,switch_pre_correct_rate,top10_in_reg1,valid_count,valid_ratio,window
0.5098326780866798,0.11789513951145003,0.10770351917216783,False,,smooth_mean_abs_diff;smooth_std_diff,4,5de163bbbefed4103a2065fb174df7e01d9fa5eb,True,0.8540559765176695,1.0,0.0,1.0,0.4309942404449772,0.4753099033847135,0.18798889730002524,0.19157398628739444,0.7787937480293682,200,172.0,0.05541666666666667,3.9926935224693834,0.6686239066137677,0.865900155966688,0.6870977512005372,0.42089687243061946,0.45999220319471573,0.6519607843137255,-0.01089852197613067,0.038175668858158596,5558,0.03241037647319482,0.030131630085283283,0.030131630085283283,0.05319609656442964,0.0501814739436184,0.0501814739436184,0.4325,-0.047094121687252855,-0.047094121687252855,-0.0470941216872528,0.465,0.4,0.2231543624161074,5961,nan,40
0.45740916409969196,0.1219522585194545,0.11405537910934714,False,,smooth_mean_abs_diff;smooth_std_diff,5,4946afe675a2b3bf38c2913e9ab6daaf8a5c8d4e,True,0.6926839468470938,1.0,0.7887323943661972,0.9472965920143975,0.6557164384841827,0.6754158724394449,0.3696694423416603,0.3541861524181627,1.0,200,60.0,0.08333333333333333,3.848500549804275,0.5715903645422621,0.8862258996631589,0.6326382302092204,0.5990582356953255,0.6216456678600936,0.9787499589450521,-0.03646742658217633,-0.0515758913044449,5568,0.04376172900954901,0.041677412904670294,0.041677412904670294,0.06784849914985103,0.06484317755434907,0.06484317755434907,0.5225,-0.0012316055572049178,-0.0012316055572049178,-0.0012316055572049178,0.56,0.485,0.33500837520938026,5971,nan,30
0.47079972930084946,0.12372216040968247,0.11660593717502529,False,,smooth_mean_abs_diff;smooth_std_diff,4,cfa9977c1f867c23611bbf01e8e7af8fe7132b94,True,0.7339032875704822,1.0,0.0,0.9697897478832822,0.6513150716496856,0.6756718341321938,0.06686853393893517,0.0366695317778278,1.0,200,172.0,0.07333333333333333,3.8420700480770646,0.5963756922127854,0.8943876019107941,0.6439083680739744,0.5657683625778582,0.5881332154142772,0.8612999638716459,-0.03117606384678201,-0.024292417378394326,5568,0.04164070187593069,0.04145127936724961,0.04145127936724961,0.06481090298154533,0.06486193178987994,0.06486193178987994,0.3725,-0.09078278418159652,-0.09078278418159652,-0.09078278418159647,0.45,0.295,0.2948073701842546,5971,nan,30
0.4346897704155769,-0.008376270758194485,-0.01665028141703207,False,,corr_mse,8,d043de444a598c249e8247c08e6909992a05a6de,True,0.6227482559164834,0.3581810585532609,0.0,0.5969880575538902,0.06916487862577611,0.10672576948133201,0.0,0.007343356669987279,0.5258802978762527,200,172.0,0.03666666666666667,3.7012495047632457,0.5295377992862613,0.4679720682166063,0.4571170404934074,0.08617788850935824,0.10743588324368188,0.4402363685200107,-0.11887513921884885,-0.034637873808834097,5438,0.011084129763602017,0.011541551910126482,0.011541551910126482,0.021240102644655874,0.023175426335757355,0.023175426335757355,0.27,-0.09905382693884235,-0.09905382693884235,-0.09905382693884235,0.31,0.23,0.1506849315068493,5841,nan,160
0.4821603069557871,0.04915698193854262,0.04091338117975853,False,,smooth_mean_abs_diff;smooth_std_diff,8,9e9dc56617805618099ba686a09217cb91934992,True,0.7688738443870764,0.6693609989176313,0.0,0.9277029096064622,0.38168956625524547,0.43091522428110735,0.45041635124905377,0.34629660106065735,0.5454853082172466,200,172.0,0.03875,3.645292929735097,0.6174036051853995,0.6521739025996335,0.6228208660606392,0.3298646726545891,0.37388931322563523,0.45664854176964903,-0.04107670780295514,0.08417261601380993,5548,0.026610361403248118,0.027598453277908143,0.027598453277908143,0.04539166001735813,0.04692868928164491,0.04692868928164491,0.5625,-0.0034567445797147878,-0.0034567445797147878,-0.0034567445797147323,0.62,0.505,0.15630252100840336,5951,nan,50
0.38451139519295224,0.0005575512473070317,-0.013010340619505144,False,,corr_mse,12,c33a1a4afaac5b0ade6e7472465f9256cc2c6658,True,0.46828729671301333,0.3778579955167442,0.0,0.5939503780045683,0.1995761090549379,0.2703816791166267,0.10724198839263191,0.15004996096857662,0.9140300415468202,200,172.0,0.06416666666666666,3.6435911944881023,0.4366599070401809,0.47961975951530866,0.45559501897231175,0.21334001543655892,0.280116211364111,0.7651727357609711,-0.11958973278068807,-0.10333292324094073,5478,0.019186122842082372,0.018241823431507067,0.018241823431507067,0.03689198917514662,0.03516644515719455,0.03516644515719455,0.3925,-0.058805399670213476,-0.058805399670213476,-0.058805399670213476,0.46,0.325,0.2619047619047619,5881,nan,120
0.5246737048740784,0.0024701290194869873,-0.009983126755527635,False,,corr_mse,3,2a219c9da239d6aedbd4f30950afdc28a1ce9532,True,0.8997401825720815,0.3942226288143349,0.15492957746478875,0.6376410344488737,0.0,0.0,1.0,0.8622501376567715,0.011870520020088572,200,150.0,0.0008333333333333334,3.5911526821478317,0.6960939727660831,0.48930674470108937,0.4774861099512381,0.036547477279447106,0.04512397624776777,0.009937308256635987,-0.10931180145162478,0.0509797400392632,5478,0.00792198347064896,0.007900095014344126,0.007900095014344126,0.015592100301746518,0.015182875870269053,0.015182875870269053,0.8375,0.14206082619949423,0.14206082619949423,0.14206082619949434,0.675,1.0,0.003401360544217687,5881,nan,120
0.509479432926252,0.005531287755354955,-0.008093112221604467,False,,corr_mse,2,7f98edb7b68d0f5b3f00f26c6e7aba0535e0faba,True,0.8529686039977028,0.404439744672192,1.0,0.5854653283484803,0.044990877045214026,0.05624896667443183,0.9399444865001263,0.9321407196951065,0.017685470705604937,200,30.0,0.00125,3.470032258316013,0.6679700658745827,0.49535472928813407,0.4513436066773532,0.07409228151181996,0.08534910843513106,0.014805246422893482,-0.12158578330467446,0.03723503248492477,5518,0.01031410879423473,0.010299539440686348,0.010299539440686348,0.019238139265904102,0.01947700631626434,0.01947700631626434,0.805,0.16177249982355701,0.16177249982355701,0.16177249982355713,0.61,1.0,0.005067567567567568,5921,nan,80
0.43402017408755716,0.10907744882872963,0.09747290378253236,False,,smooth_mean_abs_diff;smooth_std_diff,3,ef0927826d7b5879b3f2d13dbe50a99723454fc8,True,0.6206870793509573,0.9751127193015547,0.15492957746478875,0.7879303176412964,0.5240308247415307,0.5389639260192285,0.24854907898057035,0.20065357483335802,0.584578372848583,200,150.0,0.041666666666666664,3.4638306954559672,0.5282984069120309,0.8331625218998949,0.5527881685439461,0.4628241658396846,0.476969215532746,0.48937497947252606,-0.07395726439826356,-0.05430369715599426,5568,0.035081727206374466,0.03491166608492314,0.03491166608492314,0.05473490688309127,0.05484538485995263,0.05484538485995263,0.4625,-0.04453334910761336,-0.04453334910761336,-0.04453334910761336,0.495,0.43,0.16750418760469013,5971,nan,30
0.5117064172141293,-0.01764327725239285,-0.02891201692887804,False,,corr_mse,2,484a2c55b91eae06fd504bc2712a09920a22cbd9,True,0.8598237906734464,0.2918960802664094,1.0,0.5220892079680113,0.003325299330190911,0.0019294490254597118,0.9803179409538227,0.8972470556040122,0.0,200,30.0,0.0,3.437807065274929,0.6720921125890393,0.4287349163032139,0.41958916465131524,0.04040349550572888,0.04220563276291076,0.0,-0.13649458683806265,0.030343785220164232,5498,0.008167665370871614,0.00815884432672159,0.00815884432672159,0.01532757925537624,0.01549703174674386,0.01549703174674386,0.825,0.15193122367373085,0.15193122367373085,0.1519312236737309,0.65,1.0,0.0,5901,nan,100
