auc_regime,corr_mae,corr_mse,k,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mean_abs_diff,smooth_std_diff,top10_in_reg1,valid_count,window
0.45950386298054546,0.052370611303283895,0.042005332399734314,2,0.02625,3.3230185203866762,0.6796690811839114,0.721283522330197,0.6917535659397929,0.5263419013081226,0.5292305151656091,0.28588476740650653,-0.10304836924343092,-0.05116874726280263,0.03713665385139784,0.06040735931842749,0.10535117056856187,5981,20
0.39705168481802106,0.07859241365758407,0.07798907429736031,3,0.05708333333333333,3.2011472679925568,0.5482799650247544,0.866722177071479,0.6918859585903332,0.7661232241407494,0.7613035313261397,0.6216859227728793,-0.10299317999830687,-0.1250157534755746,0.05122752547011636,0.08075163487160851,0.22909698996655517,5981,20
0.348401749976729,0.04303566422430788,0.04131674209067973,4,0.0375,2.538641638330956,0.44592849982263877,0.7185003863099992,0.5578992031842072,0.8017643973505378,0.7903288642160752,0.40840681058072364,-0.15884694421637646,-0.16993968018457803,0.053321997175029744,0.08329608997502817,0.1505016722408027,5981,20
0.18043609792422974,-0.06748263781910922,-0.06749735930280995,5,0.022083333333333333,1.2958106001535477,0.09255638026513036,0.2786968614688352,0.14410489314881247,0.730749172536944,0.7293045950898235,0.24050623289753723,-0.33134138038240835,-0.38867613499847775,0.04914875130249248,0.07794650402541838,0.08862876254180602,5981,20
0.1672299404263241,-0.07793629761320803,-0.07717296171004591,6,0.018333333333333333,1.1142380206507405,0.06477279588809012,0.23959012815790218,0.10027370864523183,0.7453110176599896,0.7447531462199588,0.19966555183946488,-0.34961286279304793,-0.41602968413922614,0.050004485551250984,0.07930077427315574,0.07357859531772576,5981,20
0.1364419854789165,-0.12895377286496804,-0.12238303609633576,8,0.02125,0.5783653409720354,0.0,0.05686059385315874,0.0,0.8557253325756682,0.8542004463011985,0.23143052599574337,-0.39141299492525805,-0.4507092403537982,0.056493039029753535,0.08889528064120424,0.08528428093645485,5981,20
0.16083554407521178,-0.11973538554393205,-0.11200999923938332,10,0.0325,0.6348340584920164,0.051320037158721445,0.09878620932552934,0.07610582087678402,0.9748860086417008,0.970444569397278,0.35395256916996043,-0.3596874966699269,-0.41633796110866667,0.06349557687803377,0.09908561862547327,0.13043478260869565,5981,20
0.1702438797356418,-0.11794586737797363,-0.11165801944663598,12,0.037083333333333336,0.6813617348140111,0.07111362872466555,0.10020883701385949,0.10617031194565935,1.0,1.0,0.4038689571298267,-0.3471548027450134,-0.4093762841888591,0.06497141337723607,0.10167654381885625,0.1488294314381271,5981,20
0.49941688835993653,0.05888728499876265,0.0438076837478736,2,0.0125,3.7278027787205343,0.7636395251640871,0.7285682443079803,0.7550212744903654,0.31653698933468666,0.33925291227084764,0.13636363636363635,-0.07667457083858009,-0.0025200185572444855,0.02480736129153562,0.04375330463268004,0.05025125628140704,5971,30
0.4603900634742836,0.09436914119093914,0.08402778275442879,3,0.035833333333333335,3.765456915121952,0.6815335013376657,0.8911293562044748,0.7970848916878176,0.47639554355754504,0.518804381459552,0.3909090909090909,-0.059139917133560094,-0.04290069540755648,0.034201530687625666,0.05949337052050705,0.1440536013400335,5971,30
0.518301946233548,0.11378827396397843,0.11096404088701023,4,0.07333333333333333,4.29762688522003,0.8033705823607002,1.0,0.9697289930491523,0.6155892806996651,0.659883409490157,0.8,0.012828561406339034,0.024504062368627344,0.042381321578046034,0.07186081706174657,0.2948073701842546,5971,30
0.5085070125081677,0.11109131207456967,0.10633410363134498,5,0.09166666666666666,4.399042221237731,0.7827636520200785,0.9812867753465927,0.9603840248666136,0.6417525334602363,0.6836396975353176,1.0,0.00893301480614861,0.005475055272160079,0.04391881845821225,0.07394337055334757,0.3685092127303183,5971,30
0.24755828199383925,-0.053457985431384115,-0.062264439471198654,6,0.07208333333333333,2.4178365519346654,0.23377042113697183,0.29984721383751795,0.33399974777609426,0.5956370441375933,0.640507423041962,0.7863636363636363,-0.2521817469960485,-0.3325094831365603,0.041208818229656795,0.0701622550576913,0.2897822445561139,5971,30
0.15390419350322038,-0.12697324990907927,-0.12931282731730057,8,0.03208333333333333,1.2401769387274686,0.036737615020085726,0.028851847134086707,0.05020017843652961,0.5961344424939506,0.6294782593692827,0.35,-0.37048653154758937,-0.43694498680498206,0.04123804809752138,0.06919540269118045,0.12897822445561138,5971,30
0.14576373331466444,-0.11827442352923422,-0.12310765353933492,10,0.03125,1.1564240835740291,0.01961142501723673,0.053931843796766785,0.06147016369483491,0.6414797322420767,0.6780187076018236,0.3409090909090909,-0.3657885216775054,-0.4219815363143735,0.04390278715561909,0.07345061629013949,0.12562814070351758,5971,30
0.16406346261551386,-0.11623301238796133,-0.1220117524476873,12,0.03625,1.2066845758154505,0.058111047120621276,0.058361243633842846,0.1014859728955316,0.6831742506516448,0.7235539826374459,0.3954545454545454,-0.3491075179072717,-0.4098489328711246,0.0463529867757272,0.07744238663053005,0.1457286432160804,5971,30
0.5216872601329214,0.04386187144109616,0.026375381799820075,2,0.006666666666666667,3.85646021552226,0.8104927262834065,0.6581105761871447,0.774266196875195,0.21776755528193156,0.24149102689420934,0.07284929835265405,-0.06865212597812204,0.044378684835137544,0.019003125170683408,0.035183179731450416,0.026845637583892617,5961,40
0.5654350369746326,0.12311610429818648,0.10776152289043772,3,0.025,4.3462965938672,0.9025308569343828,0.9870561013212198,0.9573387060678822,0.3540597785894843,0.419754160689254,0.2731848688224527,0.007663542180756433,0.07156008419090462,0.027012407122126224,0.05081030594758634,0.10067114093959731,5961,40
0.5377276982121127,0.11792430126751112,0.10453189310716031,4,0.0475,4.410636778662062,0.8442391710678624,0.9740026225493738,0.9699735639157454,0.4137312421359317,0.4828985874976477,0.5190512507626601,0.012930513300583368,0.058339969286537174,0.030519031083496843,0.05634575181669602,0.1912751677852349,5961,40
0.25408171861836565,-0.0382323342686729,-0.05393197824046982,5,0.02875,2.390842115028047,0.2474946593882987,0.33352525531327226,0.3673500404081271,0.40419508522948006,0.46749535399799136,0.3141625991458206,-0.23827933271915186,-0.26833971549794583,0.029958633963665448,0.054995454259869195,0.11577181208053691,5961,40
0.24332982308340353,-0.047020813252388355,-0.060677089786305226,6,0.021666666666666667,2.182876523819483,0.2248744387180457,0.30626294468151133,0.32510993183948417,0.42187278818145274,0.48825822288423065,0.23676021964612567,-0.25588755867691526,-0.28432675700875076,0.030997473185450715,0.05681559489010961,0.087248322147651,5961,40
0.2616645605167088,-0.04089866959123259,-0.052034020280440824,8,0.050416666666666665,2.4955995992054056,0.2634477121770288,0.3411963989438444,0.37132649587861694,0.47537030060966134,0.5559235259763694,0.5509228187919463,-0.23662170614554623,-0.295673924674676,0.03414128176337267,0.0627473554811115,0.20302013422818793,5961,40
0.23124122437517552,-0.05500410283647553,-0.05987867630093055,10,0.05125,2.1700829531310593,0.19944201431575476,0.3094899626934389,0.29774891820846844,0.5503453184213576,0.6462816047512734,0.560028981086028,-0.2672932800818555,-0.3169679970373193,0.038547226889187096,0.07066843861031559,0.2063758389261745,5961,40
0.23659704670972573,-0.05087492316328282,-0.05326399761736978,12,0.05375,2.165001506035763,0.21070978404847307,0.33622509135292894,0.29731545077434934,0.5855818036830376,0.6810144844252246,0.5873474679682733,-0.26747397546318713,-0.3183370940631928,0.04061791690061796,0.07371323583203808,0.21644295302013422,5961,40
0.53136029756876,0.03283683026553493,0.014984208052689392,2,0.0016666666666666668,3.9110804954279073,0.8308432068697172,0.6120698672908808,0.7835891474500682,0.14983394423733154,0.1838307154824787,0.018242933537051184,-0.06476575764531683,0.0677195169023691,0.015010971901541601,0.030128489258383767,0.0067226890756302525,5951,50
