auc_regime,corr_mae,corr_mse,filter_reasons,k,lambda_hash_round6,lambda_oriented_swapped,n_auc,n_corr,n_peak_delay,n_sep,n_smooth_mean,n_smooth_std,n_switch_band,n_switch_margin_gap,n_top10,peak_delay_base_window,peak_delay_lambda,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mask_count,smooth_mean_abs_diff,smooth_mean_abs_diff_far,smooth_mean_abs_diff_used,smooth_std_diff,smooth_std_diff_far,smooth_std_diff_used,switch_band_correct_rate,switch_margin_gap_signed,switch_margin_post_signed,switch_margin_pre_signed,switch_post_correct_rate,switch_pre_correct_rate,top10_in_reg1,valid_count,valid_ratio,window
0.5425719381403811,0.005959024186095939,-0.0023767440045642145,corr_mse,2,135b8d05f9f8bbda5a666bb561352dc29d7fdd07,True,0.884077412952831,0.5632872341909906,1.0,0.7868348250050381,0.0,0.0,0.9194968553459119,0.9589001838297244,0.09289262101668828,200,150.0,0.00625,4.149470938047213,0.8135747912754147,0.5293098483494241,0.7157821196079914,0.0,0.0,0.09080417881438291,-0.07935005939522072,0.14256805566983738,5478,0.007311755729565648,0.0074233199235336335,0.0074233199235336335,0.016650775069413596,0.017005314577549772,0.017005314577549772,0.83,0.2146028010550438,0.2146028010550438,0.2146028010550438,0.66,1.0,0.025510204081632654,5881,nan,120
0.5440217031146455,0.011549180495182327,-0.0009691648019645275,corr_mse,2,73241258368a8ccc4e0b4cde1708f5b312ba2fe1,True,0.8876780701033814,0.5705023915148114,1.0,0.795265114614706,0.015002721492464451,0.01581809939677093,1.0,1.0,0.0,200,150.0,0.0,3.9809099856127528,0.8168207002495855,0.535869851013732,0.7229710776785242,0.04107257375138491,0.053679069577704096,0.0,-0.07684410771875166,0.10896996727296229,5518,0.009660533136285222,0.009697605256678524,0.009697605256678524,0.021166869198741337,0.02149676825162184,0.02149676825162184,0.8625,0.22614154847762935,0.22614154847762946,0.22614154847762935,0.725,1.0,0.0,5921,nan,80
0.4603900634742836,0.09436907642358158,0.08402772464352413,smooth_mean_abs_diff;smooth_std_diff,3,fe5a17d5713ce7506c0628445660bc7728a1348b,True,0.6799693265285104,1.0,1.0,0.854823906326212,0.47911844325175795,0.5172756893265795,0.0,0.0,0.6132031490822194,200,150.0,0.03625,3.874607083309782,0.6295760816720024,0.9319966339261911,0.7737600394070261,0.47021580757862097,0.5092344393740558,0.5187245752572386,-0.059139917133560094,-0.042900695407556144,5568,0.03420153068762567,0.03409574204110862,0.03409574204110862,0.059493370520507086,0.05987763797989751,0.05987763797989751,0.455,-0.029690453345350365,-0.029690453345350365,-0.02969045334535031,0.45,0.46,0.1457286432160804,5971,nan,30
0.46080529181792795,0.05305715297629496,0.042701212473127935,smooth_mean_abs_diff;smooth_std_diff,2,9ba56a00f7a2fb8098a7933c4c988618f094ef3d,True,0.6810005936174486,0.7943538393398846,1.0,0.711996107266427,0.540211047475432,0.5317932635698757,0.8943396226415093,1.0,0.4456852561110202,200,150.0,0.02666666666666667,3.361705025726018,0.630505745052544,0.739395017304084,0.6519631491116145,0.5214821606619072,0.5196291060326982,0.380952380952381,-0.1015962951552346,-0.05087209266799253,5578,0.037133249858082355,0.03730732407654611,0.03730732407654611,0.06036788815732009,0.06098879301472411,0.06098879301472411,0.82,0.23237234592438966,0.23237234592438966,0.2323723459243897,0.745,0.895,0.10702341137123746,5981,nan,20
0.39705168481802106,0.07859236601515135,0.07798902879569919,smooth_mean_abs_diff;smooth_std_diff,3,fbac8d91a43b3a767567640de471182e1cf22b09,True,0.5226612179306674,0.9752368375478752,1.0,0.7072968371691495,0.7981936241556207,0.7928195427057932,0.21509433962264157,0.06426875978863032,0.9812624362877201,200,150.0,0.0575,3.3311446543208376,0.4877664674660087,0.9038533786283623,0.6479558305904697,0.7679457773892657,0.7619138164033087,0.8214285714285715,-0.10299317999830676,-0.12501575347557375,5578,0.05122752547011636,0.050869230943186176,0.050869230943186176,0.08075163487160851,0.08096738306173985,0.08096738306173985,0.55,-0.004843465779341416,-0.0048434657793413605,-0.004843465779341416,0.535,0.565,0.23076923076923078,5981,nan,20
0.41642607488269656,-0.059993635122860184,-0.06025740807697298,corr_mse,3,adf0c6ab547359eefca5815432f8ad774582c5b0,True,0.5707797318707082,0.26659480188000906,1.0,0.4307218029503465,0.0,0.0,1.0,0.9415015773792308,0.02664707073835129,200,150.0,0.0025,3.179569684837792,0.531144192612063,0.25955784446527497,0.4121055316784422,0.023982167004744856,0.03557738843899644,0.036321671525753156,-0.1852066866227135,-0.008997543410522113,5478,0.00868320063501234,0.008781650621541544,0.008781650621541544,0.01964394980828612,0.019983398964546734,0.019983398964546734,0.865,0.2103350555555228,0.2103350555555228,0.2103350555555228,0.73,1.0,0.01020408163265306,5881,nan,120
0.2770490706843143,-0.045316827479567445,-0.06134991903321683,corr_mse,5,8f396bf121cd093fa9ab57694533c9b55b50b322,True,0.22462099876721564,0.26099466342049027,0.045454545454545414,0.30382155441122627,0.1824032306231305,0.22362456419570922,0.7748427672955974,0.6044829492677679,0.46256877021697657,200,171.0,0.0275,2.4417066420514217,0.219090117122944,0.254466212839496,0.3038909141353259,0.3295528652257812,0.40102567199463285,0.3948379351740696,-0.22292850939452657,-0.23342733812126926,5548,0.026157575542255517,0.01849769611348313,0.01849769611348313,0.050389617736629116,0.037401987385423295,0.037401987385423295,0.7725,0.12766695581603793,0.12766695581603793,0.12766695581603804,0.89,0.655,0.11092436974789915,5951,nan,50
0.26753952475622456,-0.06667948182197977,-0.08006378214653875,corr_mse,5,8161fa15896ba7d5a5ab1afb67e02846eab6426f,False,0.20100295366867404,0.1650686464335332,0.045454545454545414,0.22294863911354804,0.11999195508696182,0.19802966123664997,0.46666666666666673,0.3910342257498125,0.13601190937353375,200,171.0,0.00875,2.3691685384974432,0.19779899682674665,0.16725052248533787,0.23492626119505064,0.14266492641791756,0.21440920748366651,0.12626689189189189,-0.2469684448006296,-0.18652237766943197,5518,0.01547019639437586,0.015216792739535514,0.015216792739535514,0.03468931729468692,0.03544298894586031,0.03544298894586031,0.65,0.07530961146410448,0.07530961146410448,0.07530961146410448,0.625,0.675,0.03547297297297297,5921,nan,80
0.25736260851302156,-0.04591393520759369,-0.05474320653550378,smooth_mean_abs_diff;smooth_std_diff;corr_mse,5,f847d60f74089806cf8e573a67c2b6319cecf47d,True,0.1757274180528182,0.29486023203376116,0.045454545454545414,0.25701916908207817,0.6060961910285517,0.6451975216380686,0.3345911949685535,0.2839409255122867,1.0,200,171.0,0.05875,2.357328057982806,0.1750136872423714,0.2852567015787932,0.2639800212347655,0.5832903136342705,0.6243235914419648,0.8406915530031108,-0.2368407854145375,-0.2995568439997232,5568,0.04066781270606213,0.04077084549826714,0.04077084549826714,0.06917597955401154,0.06966859793333412,0.06966859793333412,0.5975,0.04904044149247211,0.04904044149247211,0.04904044149247211,0.615,0.58,0.23618090452261306,5971,nan,30
0.2524737862683137,-0.09652215023724196,-0.10470839244387939,corr_mse,5,0f0f5fdee3e1fbd1a5b94bef137de90f6c2e4a23,True,0.1635854687812762,0.03874201404854364,0.045454545454545414,0.126134768441248,0.009684427297941674,0.021917310430844498,0.9823899371069182,0.8727323664302354,0.09289262101668828,200,171.0,0.00625,2.270829613269357,0.16406800136989041,0.05239467003114004,0.1523679044677825,0.07069460184234878,0.11811053957148983,0.09080417881438291,-0.27574692012589985,-0.18532495239429575,5478,0.011354499303158865,0.00941802742051743,0.00941802742051743,0.026587577599092447,0.02196359342057941,0.02196359342057941,0.855,0.19346649246868652,0.19346649246868663,0.19346649246868652,0.71,1.0,0.025510204081632654,5881,nan,120
