auc_regime,corr_mae,corr_mse,k,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mean_abs_diff,smooth_std_diff,top10_in_reg1,valid_count,window
0.5085070125081677,0.11109131207456967,0.10633410363134498,5,0.09166666666666666,4.498532500428377,0.8672984929056982,0.9939790227924616,1.0,0.6582846894627034,0.7044603258070797,1.0,0.00893301480614861,0.005475055272160079,0.04391881845821225,0.07394337055334757,0.3685092127303183,5971,30
0.5654350369746326,0.12311610429818648,0.10776152289043772,3,0.025,4.4742952270011935,1.0,1.0,0.9968290613755739,0.3631806954361693,0.43253800776066387,0.2731848688224527,0.007663542180756433,0.07156008419090462,0.027012407122126224,0.05081030594758634,0.10067114093959731,5961,40
0.5264481013271336,0.0009676329382329453,-0.008681826657916357,2,0.024583333333333332,4.454482403899116,0.909119890143749,0.5088319362836188,0.7623789585427324,0.0,0.0,0.2741516189290162,-0.08619762096948963,0.07210231345536741,0.006205903819369911,0.0140132907196317,0.10102739726027397,5841,160
0.5538792246520875,0.035732662073577025,0.024710299985699985,3,0.0016666666666666668,4.321105525449803,0.9730629382404798,0.649682798531501,0.8791991987306434,0.08372502104351513,0.11544976984468744,0.018335380835380836,-0.03942910395439492,0.11215642970778986,0.011002482901782644,0.02383487139651289,0.006756756756756757,5921,80
0.5425719381403811,0.005959021980922206,-0.0023767443903796974,2,0.00625,4.280535339214606,0.946705200108632,0.5354273155897807,0.7794830670084643,0.019302814122596875,0.03100284680937703,0.06922541743970315,-0.07935005939522072,0.14256805566983893,0.007311755729565645,0.016650775069413596,0.025510204081632654,5881,120
0.5451388888888888,0.004919642274042892,-0.00434036281989557,2,0.00125,4.197481090904047,0.9526888652042738,0.5271446041627738,0.7859762691417049,0.035253087121690715,0.04687371148455588,0.01379815100154083,-0.07675053183079833,0.13164894460102194,0.008225541654880165,0.01800094647320965,0.005084745762711864,5901,100
0.5095881212295318,0.0012830999717684702,0.0036024864725992894,8,0.008333333333333333,4.178247468196172,0.8698186006733992,0.560648225644958,0.837018343944553,0.06616437267887894,0.11537388597413,0.09230055658627087,-0.05631604085506614,0.1395504555556336,0.009996439098274476,0.023828415778994062,0.034013605442176874,5881,120
0.5440217031146455,0.01154918156688775,-0.0009691594345137219,2,0.0,4.13280254444464,0.9500846603800972,0.5413646300003551,0.7857425316104736,0.06030108276892804,0.08408819477735753,0.0,-0.07684410771875128,0.1089699672729621,0.009660533136285227,0.021166869198741334,0.0,5921,80
0.5368343452885249,0.02450298668400903,0.007495799142305266,2,0.0016666666666666668,4.087535411923041,0.9333306411691535,0.5770705533505679,0.8093279785076604,0.10880186760345878,0.14166553904725437,0.018273645546372817,-0.06740176816573057,0.07156536867832167,0.012439127242544095,0.026065107910417527,0.006734006734006734,5941,60
0.53136029756876,0.03283683026553493,0.014984208052689392,2,0.0016666666666666668,4.0202597737674015,0.9205704164972638,0.6086573062144788,0.8159123092024567,0.15369380923426493,0.18942938244958385,0.018242933537051184,-0.06476575764531683,0.0677195169023691,0.015010971901541601,0.030128489258383767,0.0067226890756302525,5951,50
0.5216872601329214,0.04386187144109616,0.026375381799820075,2,0.006666666666666667,3.961559293723676,0.8980221784730982,0.65670625683756,0.8062047856145169,0.22337745475016613,0.24884577080398745,0.07284929835265405,-0.06865212597812204,0.044378684835137544,0.019003125170683408,0.035183179731450416,0.026845637583892617,5961,40
0.4603900634742836,0.09436914119093914,0.08402778275442879,3,0.035833333333333335,3.8526260399165455,0.7551359558526602,0.8998890427614289,0.8299647547745536,0.4886679461338278,0.5346048582473599,0.3909090909090909,-0.059139917133560094,-0.04290069540755648,0.034201530687625666,0.05949337052050705,0.1440536013400335,5971,30
0.49941688835993653,0.05888728499876265,0.0438076837478736,2,0.0125,3.8245995664460484,0.8461090491220804,0.7302372058110713,0.7861660074939598,0.32469128342062736,0.3495850489240722,0.13636363636363635,-0.07667457083858009,-0.0025200185572444855,0.02480736129153562,0.04375330463268004,0.05025125628140704,5971,30
0.4763197835870918,-0.034210690625677435,-0.03375991789324174,5,0.002916666666666667,3.804925723195056,0.7922687720072998,0.4030503904801588,0.675454914007605,0.03510401239039497,0.06304953571480708,0.0323051948051948,-0.12099731534884295,0.09255334778870453,0.008217001212262924,0.019377061496272836,0.011904761904761904,5881,120
0.4164502809260874,-0.05035676109391001,-0.05129715719539298,3,0.0175,3.64579765640202,0.6527105613270452,0.32907680672137546,0.526868691999898,0.022313889557889512,0.03570329366499709,0.19515877957658778,-0.18048321643069337,-0.018778044158743956,0.0074842592568085346,0.017050653025618888,0.07191780821917808,5841,160
0.43368715886239584,-0.02154558482139774,-0.028902922116549233,10,0.01,3.551697335314489,0.6928904147680528,0.42353761641766113,0.6442203956430373,0.11298167718999796,0.2067300822277892,0.11076066790352503,-0.13350193014197997,-0.044996250395887616,0.012678587167204394,0.031600300062915775,0.04081632653061224,5881,120
0.367615518744551,-0.04806326876075659,-0.05123323686651897,5,0.022083333333333333,3.504351143774317,0.5388747730519896,0.32934642816636944,0.5121361336537185,0.04769991736382915,0.07457806700914903,0.24627179327521792,-0.1863813373777215,-0.06280742455824756,0.008938616490068966,0.02035782049081785,0.09075342465753425,5841,160
0.4081226532432179,0.0026482995220334575,0.002165840551125002,8,0.014166666666666666,3.4243464364103797,0.6332985273702373,0.5545883295819068,0.7019996168317663,0.2746457441391498,0.3459592282993162,0.15506493506493504,-0.11037024949368401,0.05789324779666233,0.021940268708055245,0.04344484763156303,0.05714285714285714,5951,50
0.45950386298054546,0.052370611303283895,0.042005332399734314,2,0.02625,3.3966286890550728,0.7530701869768047,0.7226347328039325,0.7202884971309989,0.539900969592814,0.5453485256703561,0.28588476740650653,-0.10304836924343092,-0.05116874726280263,0.03713665385139784,0.06040735931842749,0.10535117056856187,5981,20
0.4172765249449392,-0.0595608118133312,-0.05985123988713568,3,0.0025,3.3829885130583834,0.654636569256477,0.2929949501888274,0.5169369351881904,0.04316468708821817,0.06610542146277426,0.027690166975881256,-0.18445935563988325,-0.00824216105713943,0.008678794630333459,0.01963703281066669,0.01020408163265306,5881,120
0.4141841993787066,-0.021805554743166186,-0.02988334564589584,3,0.0016666666666666668,3.2929395475383583,0.6474282344001173,0.41940210564440583,0.58764127842157,0.16394453311830526,0.21586118335580243,0.018273645546372817,-0.15615315395571994,-0.06028511251326063,0.015598232521472908,0.032377104092219514,0.006734006734006734,5941,60
0.4108588022469771,-0.06526361305701403,-0.0670591656389375,3,0.0,3.2747779763181093,0.6396766003814887,0.2625912994122426,0.5083075247033912,0.05699594997656896,0.0788014982024441,0.0,-0.18791410569380693,-0.02421275079134458,0.009471183159195507,0.02071711761418161,0.0,5901,100
0.39705168481802106,0.07859241365758407,0.07798907429736031,3,0.05708333333333333,3.253672438572859,0.6074916561712818,0.8744172510986994,0.7204263509968611,0.7858592874957571,0.7844894549711053,0.6216859227728793,-0.10299317999830687,-0.1250157534755746,0.05122752547011636,0.08075163487160851,0.22909698996655517,5981,20
0.40573271613629963,-0.010174336772105125,-0.018241860251240465,3,0.0016666666666666668,3.2191454021661565,0.6277274881690531,0.4685068923261132,0.6087051534861198,0.22486597277201636,0.2791710925801643,0.018242933537051184,-0.14772031562414656,-0.04301765152046538,0.019088401881497137,0.037763025449443495,0.0067226890756302525,5951,50
0.3528827560311649,-0.039486120627685195,-0.04022239827757892,5,0.0075,2.919552502320749,0.5045321125776084,0.3757910923794811,0.5419454635177035,0.25768289915741716,0.32712646791335764,0.08209320091673032,-0.17444729111390783,-0.05964096507481892,0.020968472864906988,0.04184270086463662,0.030252100840336135,5951,50
0.31864217366466724,-0.0707727236546123,-0.07520892493873182,10,0.012083333333333333,2.766498011173276,0.42471594248553973,0.22821491372288805,0.48864427113493863,0.197868065621343,0.31059117689697574,0.13338212634822805,-0.1957862107982738,-0.1580446213307357,0.017541700607566896,0.040436005165272466,0.04915254237288136,5901,100
0.23485590429138817,-0.08329709602351044,-0.08547789372045858,8,0.014583333333333334,2.6609717424389316,0.22940678985205992,0.18489952016500846,0.3083863685778802,0.0781002247554044,0.14625302771443546,0.16263231631382313,-0.26795174280954487,-0.24129104833918374,0.010680240161415194,0.026455376250576288,0.059931506849315065,5841,160
0.27187934399695324,-0.06870270522026031,-0.0752728535766812,8,0.010416666666666666,2.61316802040845,0.31570991195737164,0.22794525722949954,0.40014513392551826,0.1680551621495175,0.2775617122339291,0.11498459167950692,-0.2312164872447375,-0.1754344272249242,0.01583372911473651,0.03762611171690335,0.0423728813559322,5901,100
0.29357912051500523,-0.054621570608397646,-0.06273395178835096,8,0.0125,2.602456811715342,0.36629296089579644,0.28083542344673446,0.4496762158254482,0.24943155389873498,0.3824315908192584,0.13751535626535627,-0.21138691624842104,-0.21649156349644572,0.02049575599274293,0.046547636415360284,0.05067567567567568,5921,80
0.26753952475622456,-0.06667945535010045,-0.08006376880565381,5,0.00875,2.5656402014253645,0.3055936193377183,0.20773676472588398,0.36079927516084626,0.1617096429494272,0.24304056423540593,0.09626074938574937,-0.24696844480062943,-0.18652237766943114,0.015470196394375862,0.034689317294686904,0.03547297297297297,5921,80
0.2509503778278419,-0.04471469032863108,-0.05677197102416433,10,0.05583333333333333,2.530716142605703,0.26692365284165653,0.3059835711015204,0.3653995458337653,0.45662325535398024,0.5621056453084738,0.6111382734912146,-0.24512674479304186,-0.288333700249409,0.03236570082958222,0.06183292649503886,0.22521008403361345,5951,50
0.24350456783110858,-0.06967019460470174,-0.07325432988989948,10,0.0275,2.4964449395974264,0.24956717126049113,0.23645956375406862,0.3651498068270355,0.2680164295169366,0.38924895651101626,0.30253378378378376,-0.24522672680786042,-0.27165477647637815,0.021560477440745636,0.04712760558494354,0.11148648648648649,5921,80
0.2616645605167088,-0.04089866959123259,-0.052034020280440824,8,0.050416666666666665,2.4949633025504907,0.29189884218682444,0.32596865485086673,0.3866437656854923,0.4876162919519074,0.572854487012732,0.5509228187919463,-0.23662170614554623,-0.295673924674676,0.03414128176337267,0.0627473554811115,0.20302013422818793,5961,40
0.26151652075684834,-0.04979146537752849,-0.06585261145583068,5,0.006666666666666667,2.438254515249094,0.2915537555721478,0.2676806487326122,0.372864034615958,0.2360452043251512,0.3308933015319637,0.07309458218549127,-0.24213836649440618,-0.23975170649814714,0.01972885640222333,0.04216315416940543,0.026936026936026935,5941,60
