metric,value
dist_std_base,0.31509703397750854
dist_std_reg0,0.31509703397750854
dist_std_reg1,0.31509703397750854
rel_pre_mean,0.250265508890152
rel_pre_std,0.6951847672462463
rel_post_mean,0.12383252382278442
rel_post_std,0.5096951127052307
retained_high_mean,0.12124238908290863
retained_low_mean,0.8767779469490051
retained_gap,0.7555355578660965
pre_correct_rate,0.32210053355798934
post_correct_rate,0.6466666666666666
directional_align_overall,0.45277637980204666
switch_window,100
switch_pre_correct_rate,1.0
switch_post_correct_rate,0.0
switch_band_correct_rate,0.5
switch_margin_pre,0.7645423412322998
switch_margin_post,-0.9073213338851929
switch_margin_pre_signed,0.7645423412322998
switch_margin_post_signed,-0.9073213338851929
switch_margin_pre_abs,0.7645423412322998
switch_margin_post_abs,0.9073213338851929
corr_lambda_regime,0.09839169298682385
corr_gate_regime,-0.0983916929868238
corr_retained_regime,-0.09839170404470883
auc_switch_lambda,0.38162980904240384
auc_switch_gate,0.38162980904240384
auc_switch_rel,0.38162980904240384
retained_gap_switch,0.0750728864222765
retained_gap_switch_signed,0.0750728864222765
retained_gap_switch_abs,0.0750728864222765
peak_delay_lambda,26.0
peak_delay_gate,26.0
peak_delay_rel,26.0
peak_delay_min,26.0
corr_time_lambda_switch,0.4210267432480199
corr_time_gate_switch,-0.42102674324802
corr_time_retained_switch,-0.42102674366916076
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
