metric,value
dist_std_base,0.3146824538707733
dist_std_reg0,0.3146824836730957
dist_std_reg1,0.3146824538707733
rel_pre_mean,0.1445239633321762
rel_pre_std,0.7782453894615173
rel_post_mean,0.29067161679267883
rel_post_std,0.2755874693393707
retained_high_mean,0.1081305518746376
retained_low_mean,0.8735731840133667
retained_gap,0.7654426321387291
pre_correct_rate,0.4172110195967055
post_correct_rate,0.8579166666666667
directional_align_overall,0.5958452964026347
switch_window,100
switch_pre_correct_rate,1.0
switch_post_correct_rate,0.22
switch_band_correct_rate,0.61
switch_margin_pre,0.8809027075767517
switch_margin_post,-0.28943586349487305
switch_margin_pre_signed,0.8809027075767517
switch_margin_post_signed,-0.28943586349487305
switch_margin_pre_abs,0.8809027075767517
switch_margin_post_abs,0.28943586349487305
corr_lambda_regime,-0.11400734749162592
corr_gate_regime,0.11400734749162592
corr_retained_regime,0.11400733025436448
auc_switch_lambda,0.4559782968853545
auc_switch_gate,0.4559782968853545
auc_switch_rel,0.4559782968853545
retained_gap_switch,-0.31099193915724754
retained_gap_switch_signed,-0.31099193915724754
retained_gap_switch_abs,0.31099193915724754
peak_delay_lambda,48.0
peak_delay_gate,48.0
peak_delay_rel,48.0
peak_delay_min,48.0
corr_time_lambda_switch,-0.8139507628109909
corr_time_gate_switch,0.8139507628109908
corr_time_retained_switch,0.8139507633412755
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,True
switch_band_pass,True
directional_align_pass,True
abs_pass_all,True
pass_core_checks_v2,False
pass_core_checks_v3_abs,True
pass_core_checks_v3,True
