t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.567317
40,0.562252
41,0.536325
42,0.399603
43,0.430721
44,0.397472
45,0.377697
46,0.331207
47,0.307416
48,0.307826
49,0.325628
50,0.355465
51,0.334431
52,0.302797
53,0.306152
54,0.403813
55,0.405093
56,0.396782
57,0.446682
58,0.405226
59,0.418818
60,0.422069
61,0.428245
62,0.423196
63,0.411800
64,0.409290
65,0.487479
66,0.539542
67,0.548374
68,0.526360
69,0.519330
70,0.505250
71,0.506396
72,0.522008
73,0.517090
74,0.498632
75,0.609886
76,0.605457
77,0.605615
78,0.583219
79,0.687269
80,0.697560
81,0.801603
82,0.796945
83,0.792143
84,0.804927
85,0.821300
86,0.789601
87,0.802245
88,0.792304
89,0.783343
90,0.788608
91,0.790689
92,0.796234
93,0.794770
94,0.768455
95,0.794351
96,0.790919
97,0.804270
98,0.806275
99,0.811991
100,0.811005
101,0.811137
102,0.808305
103,0.796566
104,0.796175
105,0.791251
106,0.785430
107,0.783256
108,0.793465
109,0.804263
110,0.799008
111,0.787480
112,0.787336
113,0.779318
114,0.796198
115,0.812462
116,0.810545
117,0.799812
118,0.812909
119,0.823609
120,0.847687
121,0.820444
122,0.856800
123,0.875687
124,0.875475
125,0.850686
126,0.855983
127,0.844591
128,0.889972
129,0.904490
130,0.914957
131,0.926523
132,0.913514
133,0.923255
134,0.932822
135,0.939211
136,0.926697
137,0.903536
138,0.892330
139,0.868257
140,0.886240
141,0.868532
142,0.880437
143,0.871729
144,0.890005
145,0.887718
146,0.876179
147,0.875110
148,0.902783
149,0.901761
150,0.916907
151,0.901438
152,0.901619
153,0.907654
154,0.905477
155,0.900370
156,0.911122
157,0.916494
158,0.923765
159,0.918607
160,0.913298
161,0.882951
162,0.878897
163,0.832072
164,0.817329
165,0.794981
166,0.792344
167,0.793285
168,0.788600
169,0.790386
170,0.791672
171,0.780800
172,0.780412
173,0.752544
174,0.766842
175,0.768173
176,0.784031
177,0.783493
178,0.778929
179,0.786046
180,0.795500
181,0.788185
182,0.771131
183,0.790353
184,0.783216
185,0.782165
186,0.773884
187,0.780364
188,0.763887
189,0.775257
190,0.755313
191,0.738814
192,0.736858
193,0.729587
194,0.739479
195,0.749168
196,0.741183
197,0.731764
198,0.714019
199,0.696914
200,0.702608
201,0.723091
202,0.691449
203,0.724543
204,0.743387
205,0.770886
206,0.772232
207,0.783687
208,0.811870
209,0.836476
210,0.849840
211,0.842451
212,0.840076
213,0.837830
214,0.814580
