metric,value
dist_std_base,0.31509703397750854
dist_std_reg0,0.31509703397750854
dist_std_reg1,0.31509703397750854
rel_pre_mean,0.2699454426765442
rel_pre_std,0.5939410328865051
rel_post_mean,0.09463237971067429
rel_post_std,0.6668065786361694
retained_high_mean,0.12124238908290863
retained_low_mean,0.8767778873443604
retained_gap,0.7555354982614517
pre_correct_rate,0.2864363942712721
post_correct_rate,0.59375
directional_align_overall,0.41016607951685957
switch_window,100
switch_pre_correct_rate,0.5
switch_post_correct_rate,0.14
switch_band_correct_rate,0.32
switch_margin_pre,0.08116842061281204
switch_margin_post,-0.5527357459068298
switch_margin_pre_signed,0.08116842061281204
switch_margin_post_signed,-0.5527357459068298
switch_margin_pre_abs,0.08116842061281204
switch_margin_post_abs,0.5527357459068298
corr_lambda_regime,0.1364308037333668
corr_gate_regime,-0.1364308037333668
corr_retained_regime,-0.13643080322579892
auc_switch_lambda,0.4312008565009829
auc_switch_gate,0.4312008565009829
auc_switch_rel,0.4312008565009829
retained_gap_switch,0.24794907867908478
retained_gap_switch_signed,0.24794907867908478
retained_gap_switch_abs,0.24794907867908478
peak_delay_lambda,89.0
peak_delay_gate,89.0
peak_delay_rel,89.0
peak_delay_min,89.0
corr_time_lambda_switch,0.10478150639876467
corr_time_gate_switch,-0.10478150639876467
corr_time_retained_switch,-0.10478150378305302
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,False
retained_gap_switch_pass,True
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
