t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.750701
50,0.760662
51,0.784108
52,0.717101
53,0.706624
54,0.715976
55,0.734144
56,0.739179
57,0.699311
58,0.694977
59,0.714209
60,0.741231
61,0.775344
62,0.734475
63,0.706901
64,0.709622
65,0.751989
66,0.761130
67,0.713491
68,0.708599
69,0.761312
70,0.810046
71,0.851070
72,0.847071
73,0.863685
74,0.877982
75,0.877480
76,0.890371
77,0.892259
78,0.900875
79,0.887630
80,0.875755
81,0.860194
82,0.849415
83,0.827086
84,0.800242
85,0.790047
86,0.753973
87,0.763596
88,0.757896
89,0.788735
90,0.767568
91,0.736227
92,0.706901
93,0.687573
94,0.689201
95,0.658035
96,0.637077
97,0.592269
98,0.486546
99,0.474497
100,0.430519
101,0.395387
102,0.379057
103,0.422859
104,0.455696
105,0.452355
106,0.451179
107,0.519537
108,0.563102
109,0.650635
110,0.642762
111,0.614465
112,0.631885
113,0.677144
114,0.704987
115,0.662754
116,0.684316
117,0.724594
118,0.783462
119,0.834037
120,0.758066
121,0.690374
122,0.738053
123,0.801560
124,0.756190
125,0.404740
126,0.458697
127,0.482339
128,0.508313
129,0.496329
130,0.504776
131,0.523878
132,0.556280
133,0.573558
134,0.571953
135,0.581426
136,0.599695
137,0.619606
138,0.632178
139,0.639779
140,0.647312
141,0.671298
142,0.714927
143,0.729251
144,0.735772
145,0.741851
146,0.752340
147,0.751000
148,0.754111
149,0.751956
150,0.754229
151,0.738139
152,0.732388
153,0.740153
154,0.745611
155,0.726110
156,0.719335
157,0.696390
158,0.701039
159,0.674100
160,0.659311
161,0.651915
162,0.653199
163,0.672077
164,0.679688
165,0.673504
166,0.663711
167,0.657264
168,0.650716
169,0.619109
170,0.548141
171,0.466847
172,0.433301
173,0.312663
174,0.142368
175,0.587118
176,0.864298
177,0.850849
178,0.851839
179,0.845946
180,0.843485
181,0.842932
182,0.857116
183,0.896342
184,0.886285
185,0.888877
186,0.886815
187,0.888702
188,0.885389
189,0.882854
190,0.856649
191,0.874549
192,0.894463
193,0.895836
194,0.891484
195,0.885274
196,0.914827
197,0.894122
198,0.873517
199,0.870856
200,0.873873
201,0.877989
202,0.875272
203,0.869796
204,0.866477
205,0.865694
206,0.922954
207,0.918827
208,0.913627
209,0.881267
210,0.808613
211,0.806425
212,0.811965
213,0.805468
214,0.820502
