metric,value
dist_std_base,0.31732916831970215
dist_std_reg0,0.31732916831970215
dist_std_reg1,0.31732916831970215
rel_pre_mean,0.30588775873184204
rel_pre_std,0.5932434797286987
rel_post_mean,-0.0035940806847065687
rel_post_std,0.6489803194999695
retained_high_mean,0.10267602652311325
retained_low_mean,0.8696915507316589
retained_gap,0.7670155242085457
pre_correct_rate,0.25763091570988517
post_correct_rate,0.5604166666666667
directional_align_overall,0.3793334449840898
switch_window,200
switch_pre_correct_rate,0.005
switch_post_correct_rate,0.31
switch_band_correct_rate,0.1575
switch_margin_pre,-0.7374585866928101
switch_margin_post,-0.31797099113464355
switch_margin_pre_signed,-0.7374585866928101
switch_margin_post_signed,-0.31797099113464355
switch_margin_pre_abs,0.7374585866928101
switch_margin_post_abs,0.31797099113464355
corr_lambda_regime,0.2390829609266474
corr_gate_regime,-0.23908296092664733
corr_retained_regime,-0.2390829637005852
auc_switch_lambda,0.3544019532343881
auc_switch_gate,0.3544019532343881
auc_switch_rel,0.3544019532343881
retained_gap_switch,0.5549425482749939
retained_gap_switch_signed,0.5549425482749939
retained_gap_switch_abs,0.5549425482749939
peak_delay_lambda,70.0
peak_delay_gate,70.0
peak_delay_rel,70.0
peak_delay_min,70.0
corr_time_lambda_switch,0.7827198604869068
corr_time_gate_switch,-0.7827198604869069
corr_time_retained_switch,-0.7827198603536618
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,100.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,True
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
