F1,FN,FP,K_true_change,Prec,Rec,SHD,TP,is_true_change,lag0,lag1,mask,prefix,rank,score,score_type,src,tgt,true_base_w_star,true_delta_w_star,true_lag_star,true_lags_detail,true_new_w_star,v0_signed,v1_signed
,,,,,,,,1,2,2,TRUE-mask,parcorr,1,0.5415055751800537,magdiff,2,8,-0.5853496193885803,-0.8780244588851929,2,"lag2:base-0.5853,d-0.8780,new-1.4634",-1.463374137878418,-0.15361514687538147,-0.6951206922531128
,,,,,,,,0,2,2,TRUE-mask,parcorr,2,0.403448224067688,magdiff,1,3,,,,,,-0.650812029838562,-0.24736379086971283
,,,,,,,,0,2,2,TRUE-mask,parcorr,3,0.2798020839691162,magdiff,2,9,,,,,,-0.094306081533432,-0.3741081655025482
,,,,,,,,0,2,2,TRUE-mask,parcorr,4,0.27255648374557495,magdiff,7,0,,,,,,0.353420615196228,0.08086411654949188
,,,,,,,,1,1,1,TRUE-mask,parcorr,5,0.2408539354801178,magdiff,1,2,-0.3943440914154053,-0.5915161371231079,1,"lag1:base-0.3943,d-0.5915,new-0.9859",-0.9858602285385132,-0.21687743067741394,-0.45773136615753174
,,,,,,,,0,1,1,TRUE-mask,parcorr,6,0.2385810911655426,magdiff,7,9,,,,,,0.21047917008399963,0.44906026124954224
0.33333333333277776,4,4,6,0.33333333333327775,0.33333333333327775,8,2,,,,TRUE-mask,parcorr,0,,magdiff,,,,,,,,,
,,,,,,,,1,1,1,TRUE-mask,parcorr,1,1.0574336051940918,signflip,3,0,0.49042901396751404,-1.7165015935897827,1,"lag1:base+0.4904,d-1.7165,new-1.2261",-1.2260725498199463,0.4493309259414673,-0.6081026792526245
,,,,,,,,1,1,1,TRUE-mask,parcorr,2,0.5959725975990295,signflip,5,2,0.39451879262924194,-1.3808157444000244,1,"lag1:base+0.3945,d-1.3808,new-0.9863",-0.9862969517707825,0.23022717237472534,-0.3657454252243042
,,,,,,,,0,1,1,TRUE-mask,parcorr,3,0.0,signflip,7,8,,,,,,0.07412979006767273,0.097423255443573
,,,,,,,,0,1,1,TRUE-mask,parcorr,4,0.0,signflip,7,9,,,,,,0.21047917008399963,0.44906026124954224
,,,,,,,,0,1,1,TRUE-mask,parcorr,5,0.0,signflip,5,6,,,,,,-0.48722735047340393,-0.48512086272239685
,,,,,,,,1,1,1,TRUE-mask,parcorr,6,0.0,signflip,8,1,0.4711083769798279,0.7066625356674194,1,"lag1:base+0.4711,d+0.7067,new+1.1778",1.1777708530426025,0.44431257247924805,0.6531091928482056
0.4999999999994167,3,3,6,0.4999999999999167,0.4999999999999167,6,3,,,,TRUE-mask,parcorr,0,,signflip,,,,,,,,,
,,,,,,,,1,2,2,PRED-mask,parcorr,1,0.5415055751800537,magdiff,2,8,-0.5853496193885803,-0.8780244588851929,2,"lag2:base-0.5853,d-0.8780,new-1.4634",-1.463374137878418,-0.15361514687538147,-0.6951206922531128
,,,,,,,,0,2,2,PRED-mask,parcorr,2,0.403448224067688,magdiff,1,3,,,,,,-0.650812029838562,-0.24736379086971283
,,,,,,,,0,2,2,PRED-mask,parcorr,3,0.2798020839691162,magdiff,2,9,,,,,,-0.094306081533432,-0.3741081655025482
,,,,,,,,0,2,2,PRED-mask,parcorr,4,0.27255648374557495,magdiff,7,0,,,,,,0.353420615196228,0.08086411654949188
,,,,,,,,1,1,1,PRED-mask,parcorr,5,0.2408539354801178,magdiff,1,2,-0.3943440914154053,-0.5915161371231079,1,"lag1:base-0.3943,d-0.5915,new-0.9859",-0.9858602285385132,-0.21687743067741394,-0.45773136615753174
,,,,,,,,0,1,1,PRED-mask,parcorr,6,0.2385810911655426,magdiff,7,9,,,,,,0.21047917008399963,0.44906026124954224
0.33333333333277776,4,4,6,0.33333333333327775,0.33333333333327775,8,2,,,,PRED-mask,parcorr,0,,magdiff,,,,,,,,,
,,,,,,,,1,1,1,PRED-mask,parcorr,1,1.0574336051940918,signflip,3,0,0.49042901396751404,-1.7165015935897827,1,"lag1:base+0.4904,d-1.7165,new-1.2261",-1.2260725498199463,0.4493309259414673,-0.6081026792526245
,,,,,,,,1,1,1,PRED-mask,parcorr,2,0.5959725975990295,signflip,5,2,0.39451879262924194,-1.3808157444000244,1,"lag1:base+0.3945,d-1.3808,new-0.9863",-0.9862969517707825,0.23022717237472534,-0.3657454252243042
,,,,,,,,0,2,1,PRED-mask,parcorr,3,0.0,signflip,5,8,,,,,,0.054633814841508865,0.07680332660675049
,,,,,,,,0,1,1,PRED-mask,parcorr,4,0.0,signflip,7,8,,,,,,0.07412979006767273,0.097423255443573
,,,,,,,,0,1,1,PRED-mask,parcorr,5,0.0,signflip,7,9,,,,,,0.21047917008399963,0.44906026124954224
,,,,,,,,0,1,1,PRED-mask,parcorr,6,0.0,signflip,3,4,,,,,,0.26347291469573975,0.31044507026672363
0.33333333333277776,4,4,6,0.33333333333327775,0.33333333333327775,8,2,,,,PRED-mask,parcorr,0,,signflip,,,,,,,,,
