metric,value
dist_std_base,0.31732916831970215
dist_std_reg0,0.31732916831970215
dist_std_reg1,0.31732916831970215
rel_pre_mean,0.15383809804916382
rel_pre_std,0.7222794890403748
rel_post_mean,0.22264304757118225
rel_post_std,0.47228381037712097
retained_high_mean,0.10267601907253265
retained_low_mean,0.8696916103363037
retained_gap,0.7670155912637711
pre_correct_rate,0.374404928591431
post_correct_rate,0.7341666666666666
directional_align_overall,0.5190085412828672
switch_window,100
switch_pre_correct_rate,1.0
switch_post_correct_rate,0.0
switch_band_correct_rate,0.5
switch_margin_pre,0.6658614277839661
switch_margin_post,-0.7130276560783386
switch_margin_pre_signed,0.6658614277839661
switch_margin_post_signed,-0.7130276560783386
switch_margin_pre_abs,0.6658614277839661
switch_margin_post_abs,0.7130276560783386
corr_lambda_regime,-0.05315365024779523
corr_gate_regime,0.053153650247795295
corr_retained_regime,0.05315363655302369
auc_switch_lambda,0.4715060557266872
auc_switch_gate,0.4715060557266872
auc_switch_rel,0.4715060557266872
retained_gap_switch,0.02479986846446991
retained_gap_switch_signed,0.02479986846446991
retained_gap_switch_abs,0.02479986846446991
peak_delay_lambda,72.0
peak_delay_gate,72.0
peak_delay_rel,72.0
peak_delay_min,72.0
corr_time_lambda_switch,-0.0792882458735884
corr_time_gate_switch,0.07928824587358843
corr_time_retained_switch,0.0792882391230903
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,50.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,False
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
