t,retained_ratio
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.264334
50,0.290876
51,0.298120
52,0.308689
53,0.314454
54,0.328140
55,0.352818
56,0.361076
57,0.357499
58,0.361702
59,0.456006
60,0.472827
61,0.477991
62,0.480167
63,0.463668
64,0.472084
65,0.489564
66,0.572647
67,0.559721
68,0.543628
69,0.555747
70,0.562556
71,0.581265
72,0.587914
73,0.577438
74,0.537062
75,0.551493
76,0.548770
77,0.524527
78,0.527426
79,0.533300
80,0.541993
81,0.533621
82,0.527391
83,0.522142
84,0.525906
85,0.525272
86,0.437044
87,0.436120
88,0.428991
89,0.438544
90,0.424884
91,0.626860
92,0.708419
93,0.691854
94,0.678319
95,0.796751
96,0.786234
97,0.784347
98,0.770459
99,0.808430
100,0.772389
101,0.841314
102,0.824946
103,0.793404
104,0.773260
105,0.807762
106,0.832677
107,0.843110
108,0.834921
109,0.820088
110,0.784191
111,0.734732
112,0.702208
113,0.720816
114,0.690824
115,0.664302
116,0.643027
117,0.705345
118,0.703105
119,0.830386
120,0.823430
121,0.844632
122,0.852839
123,0.868122
124,0.847377
125,0.880728
126,0.859445
127,0.881863
128,0.876898
129,0.855457
130,0.830452
131,0.834741
132,0.737744
133,0.744905
134,0.745855
135,0.719593
136,0.739700
137,0.847557
138,0.852793
139,0.867769
140,0.901943
141,0.921017
142,0.939345
143,0.935332
144,0.912997
145,0.908259
146,0.910902
147,0.932107
148,0.929944
149,0.912009
150,0.902558
151,0.865496
152,0.882781
153,0.894507
154,0.876888
155,0.897976
156,0.908745
157,0.886631
158,0.884370
159,0.905559
160,0.922608
161,0.942213
162,0.942093
163,0.937129
164,0.937085
165,0.944727
166,0.938125
167,0.917408
168,0.931412
169,0.929310
170,0.919918
171,0.924383
172,0.916141
173,0.893414
174,0.849779
175,0.867919
176,0.872562
177,0.878189
178,0.877775
179,0.931005
180,0.937700
181,0.946157
182,0.938871
183,0.921787
184,0.879384
185,0.877179
186,0.876047
187,0.866382
188,0.603673
189,0.642264
190,0.651715
191,0.700078
192,0.690233
193,0.697718
194,0.725232
195,0.724352
196,0.744175
197,0.767802
198,0.798562
199,0.824918
200,0.791743
201,0.809683
202,0.781540
203,0.577043
204,0.584463
205,0.561108
206,0.552987
207,0.510106
208,0.480597
209,0.489751
210,0.503277
211,0.509940
212,0.473878
213,0.405325
214,0.394058
