metric,value
dist_std_base,0.004996869713068008
dist_std_reg0,0.015001130290329456
dist_std_reg1,0.015001130290329456
rel_pre_mean,0.010368704795837402
rel_pre_std,0.031226767227053642
rel_post_mean,0.008405918255448341
rel_post_std,0.028051815927028656
retained_high_mean,0.14069576561450958
retained_low_mean,0.8709400296211243
retained_gap,0.7302442640066147
pre_correct_rate,0.3252604900028161
post_correct_rate,0.6725
directional_align_overall,0.4652999495883045
switch_window,200
switch_pre_correct_rate,0.995
switch_post_correct_rate,0.75
switch_band_correct_rate,0.8725
switch_margin_pre,0.04442192241549492
switch_margin_post,0.01837470382452011
corr_lambda_regime,0.03209299090563367
corr_gate_regime,-0.03209299090563368
corr_retained_regime,-0.032092990403940064
auc_switch_lambda,0.4674502487562189
auc_switch_gate,0.4674502487562189
auc_switch_rel,0.4674502487562189
retained_gap_switch,-0.6796798817813396
peak_delay_lambda,189.0
peak_delay_gate,189.0
peak_delay_rel,189.0
corr_time_lambda_switch,-0.6650045932507359
corr_time_gate_switch,0.665004593250736
corr_time_retained_switch,0.6650045952217297
switch_margin_pass,True
peak_delay_pass,False
retained_gap_switch_pass,False
switch_band_pass,True
directional_align_pass,False
pass_core_checks_v2,False
pass_core_checks_v3,False
