metric,value
dist_std_base,0.004996869713068008
dist_std_reg0,0.015001129359006882
dist_std_reg1,0.015001129359006882
rel_pre_mean,0.006755154114216566
rel_pre_std,0.029007939621806145
rel_post_mean,0.01375246699899435
rel_post_std,0.030947277322411537
retained_high_mean,0.1406957507133484
retained_low_mean,0.8709400296211243
retained_gap,0.7302442789077759
pre_correct_rate,0.3722894959166432
post_correct_rate,0.7420833333333333
directional_align_overall,0.5214249705931776
switch_window,200
switch_pre_correct_rate,0.19
switch_post_correct_rate,1.0
switch_band_correct_rate,0.595
switch_margin_pre,-0.013705196790397167
switch_margin_post,0.022738244384527206
corr_lambda_regime,-0.11441115841333983
corr_gate_regime,0.11441115841333983
corr_retained_regime,0.11441115796423729
auc_switch_lambda,0.5825204167840045
auc_switch_gate,0.5825204167840045
auc_switch_rel,0.5825204167840045
retained_gap_switch,-0.09776932001113892
peak_delay_lambda,151.0
peak_delay_gate,151.0
peak_delay_rel,151.0
corr_time_lambda_switch,-0.1453183975860545
corr_time_gate_switch,0.14531839758605455
corr_time_retained_switch,0.14531839594311882
switch_margin_pass,False
peak_delay_pass,False
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
pass_core_checks_v2,False
pass_core_checks_v3,False
