metric,value
dist_std_base,0.31509703397750854
dist_std_reg0,0.31509703397750854
dist_std_reg1,0.31509703397750854
rel_pre_mean,0.20101702213287354
rel_pre_std,0.5859041213989258
rel_post_mean,0.19690491259098053
rel_post_std,0.6906885504722595
retained_high_mean,0.12124237418174744
retained_low_mean,0.8767778873443604
retained_gap,0.7555355131626129
pre_correct_rate,0.3235046335299073
post_correct_rate,0.64875
directional_align_overall,0.4544539506794162
switch_window,400
switch_pre_correct_rate,0.4275
switch_post_correct_rate,0.5325
switch_band_correct_rate,0.48
switch_margin_pre,-0.066411092877388
switch_margin_post,0.05870441347360611
switch_margin_pre_signed,-0.066411092877388
switch_margin_post_signed,0.05870441347360611
switch_margin_pre_abs,0.066411092877388
switch_margin_post_abs,0.05870441347360611
corr_lambda_regime,0.003200094397913469
corr_gate_regime,-0.0032000943979134757
corr_retained_regime,-0.003200091479327015
auc_switch_lambda,0.5278906908171862
auc_switch_gate,0.5278906908171862
auc_switch_rel,0.5278906908171862
retained_gap_switch,0.004052162170410156
retained_gap_switch_signed,0.004052162170410156
retained_gap_switch_abs,0.004052162170410156
peak_delay_lambda,161.0
peak_delay_gate,161.0
peak_delay_rel,161.0
peak_delay_min,161.0
corr_time_lambda_switch,0.2601750082078698
corr_time_gate_switch,-0.2601750082078698
corr_time_retained_switch,-0.260175009775977
directional_align_abs_thr,0.58
switch_band_abs_thr,0.6
switch_margin_abs_thr,0.0
peak_delay_abs_thr,200.0
retained_gap_switch_abs_thr,0.1
switch_margin_pass,True
peak_delay_pass,True
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
abs_pass_all,False
pass_core_checks_v2,False
pass_core_checks_v3_abs,False
pass_core_checks_v3,False
