metric,value
dist_std_base,0.004996869713068008
dist_std_reg0,0.015001129359006882
dist_std_reg1,0.015001129359006882
rel_pre_mean,0.005155842285603285
rel_pre_std,0.030560621991753578
rel_post_mean,0.016118783503770828
rel_post_std,0.027899572625756264
retained_high_mean,0.14069576561450958
retained_low_mean,0.8709400296211243
retained_gap,0.7302442640066147
pre_correct_rate,0.36862855533652494
post_correct_rate,0.7366666666666667
directional_align_overall,0.5170559569820198
switch_window,200
switch_pre_correct_rate,0.38
switch_post_correct_rate,0.76
switch_band_correct_rate,0.57
switch_margin_pre,-0.0035843977238982916
switch_margin_post,0.02061992697417736
corr_lambda_regime,-0.17925204146891388
corr_gate_regime,0.17925204146891388
corr_retained_regime,0.1792520405523474
auc_switch_lambda,0.6107431592039801
auc_switch_gate,0.6107431592039801
auc_switch_rel,0.6107431592039801
retained_gap_switch,-0.18438422679901123
peak_delay_lambda,149.0
peak_delay_gate,149.0
peak_delay_rel,149.0
corr_time_lambda_switch,-0.07456761187644523
corr_time_gate_switch,0.07456761187644521
corr_time_retained_switch,0.07456761185110074
switch_margin_pass,False
peak_delay_pass,False
retained_gap_switch_pass,False
switch_band_pass,False
directional_align_pass,False
pass_core_checks_v2,False
pass_core_checks_v3,False
